Gaze_position_during_number_pres.ordinal,Gaze_position_during_number_pres.onset,Gaze_position_during_number_pres.offset,Gaze_position_during_number_pres.l/m/r/i/n,
2188,373329,373361,"l",
2189,373362,373394,"l",
2190,384747,384779,"l",
2191,384780,384812,"l",
2192,384813,384845,"l",
2193,384846,384878,"l",
2194,384879,384911,"l",
2195,384912,384944,"l",
2196,384945,384977,"l",
2197,384978,385010,"l",
2198,385011,385043,"l",
2199,385044,385076,"l",
2200,385077,385109,"l",
2201,385110,385142,"l",
2202,385143,385175,"l",
2203,385176,385208,"l",
2204,385209,385241,"l",
2205,385242,385274,"l",
2206,385275,385307,"l",
2207,385308,385340,"l",
2208,385341,385373,"l",
2209,385374,385406,"l",
2210,385407,385439,"l",
2211,385440,385472,"l",
2212,385473,385505,"l",
2213,385506,385538,"l",
2214,385539,385571,"l",
2215,385572,385604,"n",
2216,385605,385637,"n",
2217,385638,385670,"n",
2218,385671,385703,"n",
2219,385704,385736,"n",
2220,385737,385769,"n",
2221,385770,385802,"n",
2222,385803,385835,"l",
2223,385836,385868,"l",
2224,385869,385901,"l",
2225,385902,385934,"l",
2226,385935,385967,"l",
2227,385968,386000,"l",
2228,386001,386033,"l",
2229,386034,386066,"l",
2230,386067,386099,"l",
2231,386100,386132,"l",
2232,386133,386165,"l",
2233,386166,386198,"l",
2234,386199,386231,"l",
2235,386232,386264,"l",
2236,386265,386297,"l",
2237,386298,386330,"l",
2238,386331,386363,"l",
2239,386364,386396,"l",
2240,386397,386429,"l",
2241,386430,386462,"l",
2242,386463,386495,"l",
2243,386496,386528,"l",
2244,386529,386561,"l",
2245,386562,386594,"l",
2246,386595,386627,"l",
2247,386628,386660,"l",
2248,386661,386693,"l",
2249,386694,386726,"l",
2250,386727,386759,"l",
2251,386760,386792,"l",
2252,386793,386825,"l",
2253,386826,386858,"l",
2254,386859,386891,"l",
2255,386892,386924,"l",
2256,386925,386957,"l",
2257,386958,386990,"l",
2258,386991,387023,"l",
2259,387024,387056,"l",
2260,387057,387089,"l",
2261,387090,387122,"l",
2262,387123,387155,"l",
2263,387156,387188,"l",
2264,387189,387221,"l",
2265,387222,387254,"l",
2266,387255,387287,"l",
2267,387288,387320,"l",
2268,387321,387353,"l",
2269,387354,387386,"l",
2270,387387,387419,"l",
2271,387420,387452,"l",
2272,387453,387485,"l",
2273,387486,387518,"l",
2274,387519,387551,"l",
2275,387552,387584,"l",
2276,387585,387617,"l",
2277,387618,387650,"l",
2278,387651,387683,"l",
2279,387684,387716,"l",
2280,387717,387749,"l",
2281,387750,387782,"l",
2282,387783,387815,"l",
2283,387816,387848,"l",
2284,387849,387881,"l",
2285,387882,387914,"l",
2286,387915,387947,"l",
2287,387948,387980,"l",
2288,387981,388013,"l",
2289,388014,388046,"l",
2290,388047,388079,"l",
2291,388080,388112,"l",
2292,388113,388145,"l",
2293,388146,388178,"l",
2294,388179,388211,"l",
2295,388212,388244,"l",
2296,388245,388277,"l",
2297,388278,388310,"l",
2298,388311,388343,"l",
2299,388344,388376,"l",
2300,388377,388409,"l",
2301,388410,388442,"l",
2302,388443,388475,"l",
2303,388476,388508,"l",
2304,388509,388541,"l",
2305,388542,388574,"l",
2306,388575,388607,"l",
2307,388608,388640,"l",
2308,388641,388673,"l",
2309,388674,388706,"l",
2310,388707,388739,"l",
2311,388740,388772,"l",
2312,388773,388805,"l",
2313,388806,388838,"l",
2314,388839,388871,"l",
2315,388872,388904,"l",
2316,388905,388937,"l",
2317,388938,388970,"l",
2318,388971,389003,"l",
2319,389004,389036,"l",
2320,389037,389069,"l",
2321,411378,411410,"l",
2322,411411,411443,"l",
2323,411444,411476,"l",
2324,411477,411509,"l",
2325,411510,411542,"l",
2326,411543,411575,"l",
2327,411576,411608,"l",
2328,411609,411641,"l",
2329,411642,411674,"l",
2330,411675,411707,"l",
2331,411708,411740,"l",
2332,411741,411773,"l",
2333,411774,411806,"l",
2334,411807,411839,"l",
2335,411840,411872,"l",
2336,411873,411905,"l",
2337,411906,411938,"l",
2338,411939,411971,"l",
2339,411972,412004,"l",
2340,412005,412037,"l",
2341,412038,412070,"l",
2342,412071,412103,"l",
2343,412104,412136,"l",
2344,412137,412169,"l",
2345,412170,412202,"l",
2346,412203,412235,"l",
2347,412236,412268,"l",
2348,412269,412301,"l",
2349,412302,412334,"l",
2350,412335,412367,"l",
2351,412368,412400,"l",
2352,412401,412433,"l",
2353,412434,412466,"l",
2354,412467,412499,"l",
2355,412500,412532,"l",
2356,412533,412565,"l",
2357,412566,412598,"l",
2358,412599,412631,"l",
2359,412632,412664,"l",
2360,412665,412697,"l",
2361,412698,412730,"l",
2362,412731,412763,"l",
2363,412764,412796,"l",
2364,412797,412829,"l",
2365,412830,412862,"l",
2366,412863,412895,"l",
2367,412896,412928,"l",
2368,412929,412961,"l",
2369,412962,412994,"l",
2370,412995,413027,"l",
2371,413028,413060,"l",
2372,413061,413093,"n",
2373,413094,413126,"n",
2374,413127,413159,"n",
2375,413160,413192,"n",
2376,413193,413225,"n",
2377,413226,413258,"n",
2378,413259,413291,"n",
2379,413292,413324,"n",
2380,413325,413357,"n",
2381,413358,413390,"n",
2382,413391,413423,"n",
2383,413424,413456,"n",
2384,413457,413489,"n",
2385,413490,413522,"n",
2386,413523,413555,"n",
2387,413556,413588,"n",
2388,413589,413621,"n",
2389,413622,413654,"n",
2390,413655,413687,"n",
2391,413688,413720,"n",
2392,413721,413753,"n",
2393,413754,413786,"n",
2394,413787,413819,"n",
2395,413820,413852,"n",
2396,413853,413885,"n",
2397,413886,413918,"n",
2398,413919,413951,"n",
2399,413952,413984,"n",
2400,413985,414017,"n",
2401,414018,414050,"n",
2402,414051,414083,"n",
2403,414084,414116,"n",
2404,414117,414149,"n",
2405,414150,414182,"n",
2406,414183,414215,"n",
2407,414216,414248,"n",
2408,414249,414281,"n",
2409,414282,414314,"n",
2410,414315,414347,"n",
2411,414348,414380,"n",
2412,414381,414413,"l",
2413,414414,414446,"l",
2414,414447,414479,"l",
2415,414480,414512,"l",
2416,414513,414545,"l",
2417,414546,414578,"l",
2418,414579,414611,"l",
2419,414612,414644,"l",
2420,414645,414677,"l",
2421,414678,414710,"l",
2422,414711,414743,"l",
2423,414744,414776,"l",
2424,414777,414809,"l",
2425,414810,414842,"l",
2426,414843,414875,"l",
2427,414876,414908,"l",
2428,414909,414941,"l",
2429,414942,414974,"l",
2430,414975,415007,"l",
2431,415008,415040,"l",
2432,415041,415073,"l",
2433,415074,415106,"l",
2434,415107,415139,"l",
2435,415140,415172,"l",
2436,415173,415205,"l",
2437,415206,415238,"l",
2438,415239,415271,"l",
2439,415272,415304,"l",
2440,415305,415337,"l",
2441,415338,415370,"l",
2442,415371,415403,"l",
2443,415404,415436,"l",
2444,415437,415469,"l",
2445,415470,415502,"l",
2446,415503,415535,"l",
2447,415536,415568,"l",
2448,424545,424577,"l",
2449,424578,424610,"l",
2450,424611,424643,"l",
2451,424644,424676,"l",
2452,424677,424709,"l",
2453,424710,424742,"l",
2454,424743,424775,"l",
2455,424776,424808,"l",
2456,424809,424841,"l",
2457,424842,424874,"l",
2458,424875,424907,"l",
2459,424908,424940,"l",
2460,424941,424973,"l",
2461,424974,425006,"l",
2462,425007,425039,"l",
2463,425040,425072,"l",
2464,425073,425105,"l",
2465,425106,425138,"l",
2466,425139,425171,"l",
2467,425172,425204,"l",
2468,425205,425237,"l",
2469,425238,425270,"l",
2470,425271,425303,"l",
2471,425304,425336,"l",
2472,425337,425369,"l",
2473,425370,425402,"l",
2474,425403,425435,"l",
2475,425436,425468,"l",
2476,425469,425501,"l",
2477,425502,425534,"l",
2478,425535,425567,"l",
2479,425568,425600,"l",
2480,425601,425633,"l",
2481,425634,425666,"l",
2482,425667,425699,"l",
2483,425700,425732,"l",
2484,425733,425765,"l",
2485,425766,425798,"l",
2486,425799,425831,"l",
2487,425832,425864,"l",
2488,425865,425897,"l",
2489,425898,425930,"l",
2490,425931,425963,"l",
2491,425964,425996,"l",
2492,425997,426029,"l",
2493,426030,426062,"l",
2494,426063,426095,"l",
2495,426096,426128,"l",
2496,426129,426161,"l",
2497,426162,426194,"l",
2498,426195,426227,"l",
2499,426228,426260,"l",
2500,426261,426293,"n",
2501,426294,426326,"n",
2502,426327,426359,"n",
2503,426360,426392,"n",
2504,426393,426425,"n",
2505,426426,426458,"n",
2506,426459,426491,"n",
2507,426492,426524,"n",
2508,426525,426557,"n",
2509,426558,426590,"l",
2510,426591,426623,"l",
2511,426624,426656,"l",
2512,426657,426689,"l",
2513,426690,426722,"l",
2514,426723,426755,"l",
2515,426756,426788,"l",
2516,426789,426821,"l",
2517,426822,426854,"l",
2518,426855,426887,"n",
2519,426888,426920,"n",
2520,426921,426953,"n",
2521,426954,426986,"n",
2522,426987,427019,"n",
2523,427020,427052,"n",
2524,427053,427085,"n",
2525,427086,427118,"n",
2526,427119,427151,"n",
2527,427152,427184,"n",
2528,427185,427217,"n",
2529,427218,427250,"n",
2530,427251,427283,"n",
2531,427284,427316,"n",
2532,427317,427349,"n",
2533,427350,427382,"n",
2534,427383,427415,"n",
2535,427416,427448,"n",
2536,427449,427481,"n",
2537,427482,427514,"n",
2538,427515,427547,"n",
2539,427548,427580,"n",
2540,427581,427613,"n",
2541,427614,427646,"n",
2542,427647,427679,"n",
2543,427680,427712,"n",
2544,427713,427745,"n",
2545,427746,427778,"n",
2546,427779,427811,"n",
2547,427812,427844,"n",
2548,427845,427877,"n",
2549,427878,427910,"n",
2550,427911,427943,"n",
2551,427944,427976,"n",
2552,427977,428009,"n",
2553,428010,428042,"n",
2554,428043,428075,"n",
2555,428076,428108,"n",
2556,428109,428141,"n",
2557,428142,428174,"n",
2558,428175,428207,"nl",
2559,428208,428240,"l",
2560,428241,428273,"l",
2561,428274,428306,"l",
2562,428307,428339,"l",
2563,428340,428372,"l",
2564,428373,428405,"l",
2565,428406,428438,"l",
2566,428439,428471,"l",
2567,428472,428504,"l",
2568,428505,428537,"l",
2569,428538,428570,"l",
2570,428571,428603,"l",
2571,428604,428636,"l",
2572,428637,428669,"l",
2573,428670,428702,"l",
2574,428703,428735,"l",
2575,428736,428768,"l",
2576,428769,428801,"l",
2577,428802,428801,"l",
2578,428802,439856,"l",
2579,439857,439889,"l",
2580,439890,439922,"l",
2581,439923,439955,"l",
2582,439956,439988,"l",
2583,439989,440021,"l",
2584,440022,440054,"l",
2585,440055,440087,"l",
2586,440088,440120,"l",
2587,440121,440153,"l",
2588,440154,440186,"l",
2589,440187,440219,"l",
2590,440220,440252,"l",
2591,440253,440285,"l",
2592,440286,440318,"l",
2593,440319,440351,"l",
2594,440352,440384,"l",
2595,440385,440417,"l",
2596,440418,440450,"l",
2597,440451,440483,"l",
2598,440484,440516,"l",
2599,440517,440549,"l",
2600,440550,440582,"l",
2601,440583,440615,"l",
2602,440616,440648,"l",
2603,440649,440681,"l",
2604,440682,440714,"l",
2605,440715,440747,"l",
2606,440748,440780,"l",
2607,440781,440813,"l",
2608,440814,440846,"l",
2609,440847,440879,"l",
2610,440880,440912,"l",
2611,440913,440945,"l",
2612,440946,440978,"l",
2613,440979,441011,"l",
2614,441012,441044,"l",
2615,441045,441077,"l",
2616,441078,441110,"l",
2617,441111,441143,"l",
2618,441144,441176,"l",
2619,441177,441209,"l",
2620,441210,441242,"l",
2621,441243,441275,"l",
2622,441276,441308,"l",
2623,441309,441341,"l",
2624,441342,441374,"l",
2625,441375,441407,"n",
2626,441408,441440,"n",
2627,441441,441473,"n",
2628,441474,441506,"n",
2629,441507,441539,"n",
2630,441540,441572,"n",
2631,441573,441605,"n",
2632,441606,441638,"n",
2633,441639,441671,"n",
2634,441672,441704,"n",
2635,441705,441737,"n",
2636,441738,441770,"n",
2637,441771,441803,"n",
2638,441804,441836,"n",
2639,441837,441869,"n",
2640,441870,441902,"n",
2641,441903,441935,"n",
2642,441936,441968,"n",
2643,441969,442001,"n",
2644,442002,442034,"n",
2645,442035,442067,"n",
2646,442068,442100,"n",
2647,442101,442133,"n",
2648,442134,442166,"n",
2649,442167,442199,"n",
2650,442200,442232,"n",
2651,442233,442265,"n",
2652,442266,442298,"n",
2653,442299,442331,"n",
2654,442332,442364,"n",
2655,442365,442397,"n",
2656,442398,442430,"n",
2657,442431,442463,"n",
2658,442464,442496,"n",
2659,442497,442529,"l",
2660,442530,442562,"l",
2661,442563,442595,"l",
2662,442596,442628,"l",
2663,442629,442661,"l",
2664,442662,442694,"l",
2665,442695,442727,"l",
2666,442728,442760,"l",
2667,442761,442793,"l",
2668,442794,442826,"l",
2669,442827,442859,"l",
2670,442860,442892,"l",
2671,442893,442925,"l",
2672,442926,442958,"l",
2673,442959,442991,"l",
2674,442992,443024,"l",
2675,443025,443057,"l",
2676,443058,443090,"l",
2677,443091,443123,"l",
2678,443124,443156,"l",
2679,443157,443189,"l",
2680,443190,443222,"l",
2681,443223,443255,"l",
2682,443256,443288,"l",
2683,443289,443321,"l",
2684,443322,443354,"l",
2685,443355,443387,"l",
2686,443388,443420,"l",
2687,443421,443453,"l",
2688,443454,443486,"l",
2689,443487,443519,"l",
2690,443520,443552,"l",
2691,443553,443585,"l",
2692,443586,443618,"l",
2693,443619,443651,"l",
2694,443652,443684,"l",
2695,443685,443717,"l",
2696,443718,443750,"l",
2697,443751,443783,"l",
2698,443784,443816,"l",
2699,454278,454310,"m",
2700,454311,454343,"m",
2701,454344,454376,"m",
2702,454377,454409,"m",
2703,454410,454442,"l",
2704,454443,454475,"l",
2705,454476,454508,"l",
2706,454509,454541,"l",
2707,454542,454574,"l",
2708,454575,454607,"l",
2709,454608,454640,"l",
2710,454641,454673,"l",
2711,454674,454706,"l",
2712,454707,454739,"l",
2713,454740,454772,"l",
2714,454773,454805,"l",
2715,454806,454838,"l",
2716,454839,454871,"l",
2717,454872,454904,"l",
2718,454905,454937,"l",
2719,454938,454970,"l",
2720,454971,455003,"l",
2721,455004,455036,"l",
2722,455037,455069,"l",
2723,455070,455102,"l",
2724,455103,455135,"l",
2725,455136,455168,"l",
2726,455169,455201,"l",
2727,455202,455234,"l",
2728,455235,455267,"l",
2729,455268,455300,"l",
2730,455301,455333,"l",
2731,455334,455366,"l",
2732,455367,455399,"l",
2733,455400,455432,"l",
2734,455433,455465,"l",
2735,455466,455498,"l",
2736,455499,455531,"l",
2737,455532,455564,"l",
2738,455565,455597,"l",
2739,455598,455630,"l",
2740,455631,455663,"l",
2741,455664,455696,"l",
2742,455697,455729,"l",
2743,455730,455762,"l",
2744,455763,455795,"l",
2745,455796,455795,"l",
2746,455796,455861,"l",
2747,455862,455894,"l",
2748,455895,455927,"l",
2749,455928,455960,"l",
2750,455961,455993,"l",
2751,455994,456026,"l",
2752,456027,456059,"l",
2753,456060,456092,"l",
2754,456093,456125,"l",
2755,456126,456158,"l",
2756,456159,456191,"i",
2757,456192,456224,"l",
2758,456225,456257,"l",
2759,456258,456290,"l",
2760,456291,456323,"l",
2761,456324,456356,"l",
2762,456357,456389,"l",
2763,456390,456422,"l",
2764,456423,456455,"l",
2765,456456,456488,"l",
2766,456489,456521,"l",
2767,456522,456554,"l",
2768,456555,456587,"l",
2769,456588,456620,"l",
2770,456621,456653,"l",
2771,456654,456686,"l",
2772,456687,456719,"l",
2773,456720,456752,"l",
2774,456753,456785,"l",
2775,456786,456818,"l",
2776,456819,456851,"l",
2777,456852,456884,"l",
2778,456885,456917,"l",
2779,456918,456950,"l",
2780,456951,456983,"l",
2781,456984,457016,"l",
2782,457017,457049,"l",
2783,457050,457082,"l",
2784,457083,457115,"l",
2785,457116,457148,"l",
2786,457149,457181,"l",
2787,457182,457214,"l",
2788,457215,457247,"l",
2789,457248,457280,"l",
2790,457281,457313,"l",
2791,457314,457346,"l",
2792,457347,457379,"l",
2793,457380,457412,"l",
2794,457413,457445,"l",
2795,457446,457478,"l",
2796,457479,457511,"l",
2797,457512,457544,"l",
2798,457545,457577,"l",
2799,457578,457610,"l",
2800,457611,457643,"l",
2801,457644,457676,"l",
2802,457677,457709,"i",
2803,457710,457742,"i",
2804,457743,457775,"i",
2805,457776,457808,"i",
2806,457809,457841,"l",
2807,457842,457874,"l",
2808,457875,457907,"l",
2809,457908,457940,"l",
2810,457941,457973,"l",
2811,457974,458006,"l",
2812,458007,468533,"l",
2813,468534,468566,"l",
2814,468567,468599,"l",
2815,468600,468632,"l",
2816,468633,468665,"l",
2817,468666,468698,"l",
2818,468699,468731,"l",
2819,468732,468764,"l",
2820,468765,468797,"l",
2821,468798,468830,"l",
2822,468831,468863,"l",
2823,468864,468896,"l",
2824,468897,468929,"l",
2825,468930,468962,"l",
2826,468963,468995,"l",
2827,468996,469028,"l",
2828,469029,469061,"l",
2829,469062,469094,"l",
2830,469095,469127,"l",
2831,469128,469160,"l",
2832,469161,469193,"l",
2833,469194,469226,"l",
2834,469227,469259,"l",
2835,469260,469292,"l",
2836,469293,469325,"l",
2837,469326,469358,"l",
2838,469359,469391,"l",
2839,469392,469424,"l",
2840,469425,469457,"l",
2841,469458,469490,"l",
2842,469491,469523,"l",
2843,469524,469556,"m",
2844,469557,469589,"m",
2845,469590,469622,"m",
2846,469623,469655,"m",
2847,469656,469688,"m",
2848,469689,469721,"m",
2849,469722,469754,"m",
2850,469755,469787,"l",
2851,469788,469820,"l",
2852,469821,469853,"l",
2853,469854,469886,"l",
2854,469887,469919,"l",
2855,469920,469952,"l",
2856,469953,469985,"l",
2857,469986,470018,"l",
2858,470019,470051,"l",
2859,470052,470084,"l",
2860,470085,470117,"l",
2861,470118,470150,"i",
2862,470151,470183,"m",
2863,470184,470216,"i",
2864,470217,470249,"i",
2865,470250,470282,"m",
2866,470283,470315,"m",
2867,470316,470348,"m",
2868,470349,470381,"m",
2869,470382,470381,"m",
2870,470382,470414,"m",
2871,470415,470447,"m",
2872,470448,470480,"m",
2873,470481,470513,"m",
2874,470514,470546,"m",
2875,470547,470579,"m",
2876,470580,470612,"m",
2877,470613,470645,"m",
2878,470646,470678,"m",
2879,470679,470711,"m",
2880,470712,470744,"m",
2881,470745,470777,"m",
2882,470778,470810,"m",
2883,470811,470843,"m",
2884,470844,470876,"l",
2885,470877,470876,"l",
2886,470877,470942,"l",
2887,470943,470975,"l",
2888,470976,471008,"l",
2889,471009,471041,"l",
2890,471042,471074,"l",
2891,471075,471107,"l",
2892,471108,471140,"l",
2893,471141,471173,"l",
2894,471174,471206,"l",
2895,471207,471239,"l",
2896,471240,471272,"m",
2897,471273,471305,"m",
2898,471306,471338,"m",
2899,471339,471371,"m",
2900,471372,471404,"m",
2901,471405,471437,"m",
2902,471438,471470,"m",
2903,471471,471503,"m",
2904,471504,471536,"m",
2905,471537,471569,"m",
2906,471570,471602,"m",
2907,471603,471635,"m",
2908,471636,471668,"m",
2909,471669,471701,"m",
2910,471702,471734,"m",
2911,471735,471767,"m",
2912,471768,471800,"m",
2913,471801,471833,"m",
2914,471834,471866,"m",
2915,471867,471899,"m",
2916,471900,471932,"m",
2917,471933,471965,"m",
2918,471966,471998,"m",
2919,471999,472031,"m",
2920,472032,472064,"m",
2921,472065,472097,"m",
2922,472098,472130,"m",
2923,472131,472163,"m",
2924,472164,472196,"m",
2925,472197,472229,"m",
2926,472230,472262,"m",
2927,472263,472295,"m",
2928,472296,472328,"m",
2929,472329,472361,"m",
2930,472362,472394,"m",
2931,472395,472427,"m",
2932,472428,472460,"m",
2933,472461,472493,"m",
2934,472494,472526,"m",
2935,472527,472559,"m",
2936,472560,472592,"m",
2937,472593,472625,"m",
2938,472626,472658,"m",
2939,472659,472691,"i",
2940,472692,472724,"m",
2941,472725,472757,"m",
2942,472758,472790,"m",
2943,472791,472823,"m",
2944,472824,482294,"m",
2945,482295,482327,"l",
2946,482328,482360,"l",
2947,482361,482393,"l",
2948,482394,482426,"l",
2949,482427,482459,"l",
2950,482460,482492,"l",
2951,482493,482525,"l",
2952,482526,482558,"l",
2953,482559,482591,"l",
2954,482592,482624,"l",
2955,482625,482657,"l",
2956,482658,482690,"l",
2957,482691,482723,"l",
2958,482724,482756,"l",
2959,482757,482789,"l",
2960,482790,482822,"l",
2961,482823,482855,"l",
2962,482856,482888,"l",
2963,482889,482921,"l",
2964,482922,482954,"l",
2965,482955,482987,"l",
2966,482988,483020,"l",
2967,483021,483053,"l",
2968,483054,483086,"l",
2969,483087,483119,"l",
2970,483120,483152,"l",
2971,483153,483185,"l",
2972,483186,483218,"l",
2973,483219,483251,"l",
2974,483252,483284,"l",
2975,483285,483317,"l",
2976,483318,483350,"l",
2977,483351,483383,"l",
2978,483384,483416,"l",
2979,483417,483449,"l",
2980,483450,483482,"l",
2981,483483,483515,"l",
2982,483516,483548,"l",
2983,483549,483581,"l",
2984,483582,483614,"l",
2985,483615,483647,"l",
2986,483648,483680,"l",
2987,483681,483713,"l",
2988,483714,483746,"l",
2989,483747,483779,"l",
2990,483780,483812,"l",
2991,483813,483845,"l",
2992,483846,483878,"l",
2993,483879,483911,"l",
2994,483912,483944,"l",
2995,483945,483977,"l",
2996,483978,484010,"l",
2997,484011,484043,"l",
2998,484044,484076,"l",
2999,484077,484109,"l",
3000,484110,484142,"l",
3001,484143,484175,"l",
3002,484176,484208,"l",
3003,484209,484241,"l",
3004,484242,484274,"l",
3005,484275,484307,"l",
3006,484308,484340,"l",
3007,484341,484373,"l",
3008,484374,484406,"l",
3009,484407,484439,"l",
3010,484440,484472,"l",
3011,484473,484505,"l",
3012,484506,484538,"l",
3013,484539,484571,"l",
3014,484572,484604,"l",
3015,484605,484637,"l",
3016,484638,484670,"l",
3017,484671,484703,"l",
3018,484704,484736,"l",
3019,484737,484769,"l",
3020,484770,484802,"l",
3021,484803,484835,"l",
3022,484836,484868,"l",
3023,484869,484901,"l",
3024,484902,484934,"l",
3025,484935,484967,"l",
3026,484968,485000,"l",
3027,485001,485033,"l",
3028,485034,485066,"l",
3029,485067,485099,"l",
3030,485100,485132,"l",
3031,485133,485165,"l",
3032,485166,485198,"l",
3033,485199,485231,"l",
3034,485232,485264,"l",
3035,485265,485297,"l",
3036,485298,485330,"l",
3037,485331,485363,"l",
3038,485364,485396,"l",
3039,485397,485429,"l",
3040,485430,485462,"l",
3041,485463,485495,"l",
3042,485496,485528,"l",
3043,485529,485561,"l",
3044,485562,485594,"l",
3045,485595,485627,"l",
3046,485628,485660,"l",
3047,485661,485693,"l",
3048,485694,485726,"l",
3049,485727,485759,"l",
3050,485760,485792,"l",
3051,485793,485825,"l",
3052,485826,485858,"l",
3053,485859,485891,"l",
3054,485892,485924,"l",
3055,485925,485957,"l",
3056,485958,485990,"l",
3057,485991,486023,"l",
3058,486024,486056,"l",
3059,486057,486089,"l",
3060,486090,486122,"l",
3061,486123,486155,"l",
3062,486156,486188,"l",
3063,486189,486221,"l",
3064,486222,486254,"l",
3065,486255,486287,"i",
3066,486288,486320,"i",
3067,486321,486353,"i",
3068,486354,486386,"i",
3069,486387,486419,"i",
3070,486420,486452,"l",
3071,486453,486485,"l",
3072,486486,486518,"l",
3073,486519,486551,"l",
3074,486552,486584,"l",
3075,486585,486617,"n",
3076,486618,486650,"n",
3077,486651,0,"n",
