framenum,time,Gaze_position_during_number_pres.ordinal,Gaze_position_during_number_pres.onset,Gaze_position_during_number_pres.offset,Gaze_position_during_number_pres.l/m/r/i/n,Trials.ordinal,Trials.onset,Trials.offset,Trials.number
9956,414150,2386,414150,414182,n,19,411048,415569,67
9957,414183,2387,414183,414215,n,19,411048,415569,67
9958,414216,2388,414216,414248,n,19,411048,415569,67
9959,414249,2389,414249,414281,n,19,411048,415569,67
9960,414282,2390,414282,414314,n,19,411048,415569,67
9961,414315,2391,414315,414347,n,19,411048,415569,67
9962,414348,2392,414348,414380,n,19,411048,415569,67
9963,414381,2393,414381,414413,l,19,411048,415569,67
9964,414414,2394,414414,414446,l,19,411048,415569,67
9965,414447,2395,414447,414479,l,19,411048,415569,67
9966,414480,2396,414480,414512,l,19,411048,415569,67
9967,414513,2397,414513,414545,l,19,411048,415569,67
9968,414546,2398,414546,414578,l,19,411048,415569,67
9969,414579,2399,414579,414611,l,19,411048,415569,67
9970,414612,2400,414612,414644,l,19,411048,415569,67
9971,414645,2401,414645,414677,l,19,411048,415569,67
9972,414678,2402,414678,414710,l,19,411048,415569,67
9973,414711,2403,414711,414743,l,19,411048,415569,67
9974,414744,2404,414744,414776,l,19,411048,415569,67
9975,414777,2405,414777,414809,l,19,411048,415569,67
9976,414810,2406,414810,414842,l,19,411048,415569,67
9977,414843,2407,414843,414875,l,19,411048,415569,67
9978,414876,2408,414876,414908,l,19,411048,415569,67
9979,414909,2409,414909,414941,l,19,411048,415569,67
9980,414942,2410,414942,414974,l,19,411048,415569,67
9981,414975,2411,414975,415007,l,19,411048,415569,67
9982,415008,2412,415008,415040,l,19,411048,415569,67
9983,415041,2413,415041,415073,l,19,411048,415569,67
9984,415074,2414,415074,415106,l,19,411048,415569,67
9985,415107,2415,415107,415139,l,19,411048,415569,67
9986,415140,2416,415140,415172,l,19,411048,415569,67
9987,415173,2417,415173,415205,l,19,411048,415569,67
9988,415206,2418,415206,415238,l,19,411048,415569,67
9989,415239,2419,415239,415271,l,19,411048,415569,67
9990,415272,2420,415272,415304,l,19,411048,415569,67
9991,415305,2421,415305,415337,l,19,411048,415569,67
9992,415338,2422,415338,415370,l,19,411048,415569,67
9993,415371,2423,415371,415403,l,19,411048,415569,67
9994,415404,2424,415404,415436,l,19,411048,415569,67
9995,415437,2425,415437,415469,l,19,411048,415569,67
9996,415470,2426,415470,415502,l,19,411048,415569,67
9997,415503,2427,415503,415535,l,19,411048,415569,67
9998,415536,2428,415536,415568,l,19,411048,415569,67
9999,415569,,,,,19,411048,415569,67
10000,415602,,,,,,,,
10001,415635,,,,,,,,
10002,415668,,,,,,,,
10003,415701,,,,,,,,
10004,415734,,,,,,,,
10005,415767,,,,,,,,
10006,415800,,,,,,,,
10007,415833,,,,,,,,
10008,415866,,,,,,,,
10009,415899,,,,,,,,
10010,415932,,,,,,,,
10011,415965,,,,,,,,
10012,415998,,,,,,,,
10013,416031,,,,,,,,
10014,416064,,,,,,,,
10015,416097,,,,,,,,
10016,416130,,,,,,,,
10017,416163,,,,,,,,
10018,416196,,,,,,,,
10019,416229,,,,,,,,
10020,416262,,,,,,,,
10021,416295,,,,,,,,
10022,416328,,,,,,,,
10023,416361,,,,,,,,
10024,416394,,,,,,,,
10025,416427,,,,,,,,
10026,416460,,,,,,,,
10027,416493,,,,,,,,
10028,416526,,,,,,,,
10029,416559,,,,,,,,
10030,416592,,,,,,,,
10031,416625,,,,,,,,
10032,416658,,,,,,,,
10033,416691,,,,,,,,
10034,416724,,,,,,,,
10035,416757,,,,,,,,
10036,416790,,,,,,,,
10037,416823,,,,,,,,
10038,416856,,,,,,,,
10039,416889,,,,,,,,
10040,416922,,,,,,,,
10041,416955,,,,,,,,
10042,416988,,,,,,,,
10043,417021,,,,,,,,
10044,417054,,,,,,,,
10045,417087,,,,,,,,
10046,417120,,,,,,,,
10047,417153,,,,,,,,
10048,417186,,,,,,,,
10049,417219,,,,,,,,
10050,417252,,,,,,,,
10051,417285,,,,,,,,
10052,417318,,,,,,,,
10053,417351,,,,,,,,
10054,417384,,,,,,,,
10055,417417,,,,,,,,
10056,417450,,,,,,,,
10057,417483,,,,,,,,
10058,417516,,,,,,,,
10059,417549,,,,,,,,
10060,417582,,,,,,,,
10061,417615,,,,,,,,
10062,417648,,,,,,,,
10063,417681,,,,,,,,
10064,417714,,,,,,,,
10065,417747,,,,,,,,
10066,417780,,,,,,,,
10067,417813,,,,,,,,
10068,417846,,,,,,,,
10069,417879,,,,,,,,
10070,417912,,,,,,,,
10071,417945,,,,,,,,
10072,417978,,,,,,,,
10073,418011,,,,,,,,
10074,418044,,,,,,,,
10075,418077,,,,,,,,
10076,418110,,,,,,,,
10077,418143,,,,,,,,
10078,418176,,,,,,,,
10079,418209,,,,,,,,
10080,418242,,,,,,,,
10081,418275,,,,,,,,
10082,418308,,,,,,,,
10083,418341,,,,,,,,
10084,418374,,,,,,,,
10085,418407,,,,,,,,
10086,418440,,,,,,,,
10087,418473,,,,,,,,
10088,418506,,,,,,,,
10089,418539,,,,,,,,
10090,418572,,,,,,,,
10091,418605,,,,,,,,
10092,418638,,,,,,,,
10093,418671,,,,,,,,
10094,418704,,,,,,,,
10095,418737,,,,,,,,
10096,418770,,,,,,,,
10097,418803,,,,,,,,
10098,418836,,,,,,,,
10099,418869,,,,,,,,
10100,418902,,,,,,,,
10101,418935,,,,,,,,
10102,418968,,,,,,,,
10103,419001,,,,,,,,
10104,419034,,,,,,,,
10105,419067,,,,,,,,
10106,419100,,,,,,,,
10107,419133,,,,,,,,
10108,419166,,,,,,,,
10109,419199,,,,,,,,
10110,419232,,,,,,,,
10111,419265,,,,,,,,
10112,419298,,,,,,,,
10113,419331,,,,,,,,
10114,419364,,,,,,,,
10115,419397,,,,,,,,
10116,419430,,,,,,,,
10117,419463,,,,,,,,
10118,419496,,,,,,,,
10119,419529,,,,,,,,
10120,419562,,,,,,,,
10121,419595,,,,,,,,
10122,419628,,,,,,,,
10123,419661,,,,,,,,
10124,419694,,,,,,,,
10125,419727,,,,,,,,
10126,419760,,,,,,,,
10127,419793,,,,,,,,
10128,419826,,,,,,,,
10129,419859,,,,,,,,
10130,419892,,,,,,,,
10131,419925,,,,,,,,
10132,419958,,,,,,,,
10133,419991,,,,,,,,
10134,420024,,,,,,,,
10135,420057,,,,,,,,
10136,420090,,,,,,,,
10137,420123,,,,,,,,
10138,420156,,,,,,,,
10139,420189,,,,,,,,
10140,420222,,,,,,,,
10141,420255,,,,,,,,
10142,420288,,,,,,,,
10143,420321,,,,,,,,
10144,420354,,,,,,,,
10145,420387,,,,,,,,
10146,420420,,,,,,,,
10147,420453,,,,,,,,
10148,420486,,,,,,,,
10149,420519,,,,,,,,
10150,420552,,,,,,,,
10151,420585,,,,,,,,
10152,420618,,,,,,,,
10153,420651,,,,,,,,
10154,420684,,,,,,,,
10155,420717,,,,,,,,
10156,420750,,,,,,,,
10157,420783,,,,,,,,
10158,420816,,,,,,,,
10159,420849,,,,,,,,
10160,420882,,,,,,,,
10161,420915,,,,,,,,
10162,420948,,,,,,,,
10163,420981,,,,,,,,
10164,421014,,,,,,,,
10165,421047,,,,,,,,
10166,421080,,,,,,,,
10167,421113,,,,,,,,
10168,421146,,,,,,,,
10169,421179,,,,,,,,
10170,421212,,,,,,,,
10171,421245,,,,,,,,
10172,421278,,,,,,,,
10173,421311,,,,,,,,
10174,421344,,,,,,,,
10175,421377,,,,,,,,
10176,421410,,,,,,,,
10177,421443,,,,,,,,
10178,421476,,,,,,,,
10179,421509,,,,,,,,
10180,421542,,,,,,,,
10181,421575,,,,,,,,
10182,421608,,,,,,,,
10183,421641,,,,,,,,
10184,421674,,,,,,,,
10185,421707,,,,,,,,
10186,421740,,,,,,,,
10187,421773,,,,,,,,
10188,421806,,,,,,,,
10189,421839,,,,,,,,
10190,421872,,,,,,,,
10191,421905,,,,,,,,
10192,421938,,,,,,,,
10193,421971,,,,,,,,
10194,422004,,,,,,,,
10195,422037,,,,,,,,
10196,422070,,,,,,,,
10197,422103,,,,,,,,
10198,422136,,,,,,,,
10199,422169,,,,,,,,
10200,422202,,,,,,,,
10201,422235,,,,,,,,
10202,422268,,,,,,,,
10203,422301,,,,,,,,
10204,422334,,,,,,,,
10205,422367,,,,,,,,
10206,422400,,,,,,,,
10207,422433,,,,,,,,
10208,422466,,,,,,,,
10209,422499,,,,,,,,
10210,422532,,,,,,,,
10211,422565,,,,,,,,
10212,422598,,,,,,,,
10213,422631,,,,,,,,
10214,422664,,,,,,,,
10215,422697,,,,,,,,
10216,422730,,,,,,,,
10217,422763,,,,,,,,
10218,422796,,,,,,,,
10219,422829,,,,,,,,
10220,422862,,,,,,,,
10221,422895,,,,,,,,
10222,422928,,,,,,,,
10223,422961,,,,,,,,
10224,422994,,,,,,,,
10225,423027,,,,,,,,
10226,423060,,,,,,,,
10227,423093,,,,,,,,
10228,423126,,,,,,,,
10229,423159,,,,,,,,
10230,423192,,,,,,,,
10231,423225,,,,,,,,
10232,423258,,,,,,,,
10233,423291,,,,,,,,
10234,423324,,,,,,,,
10235,423357,,,,,,,,
10236,423390,,,,,,,,
10237,423423,,,,,,,,
10238,423456,,,,,,,,
10239,423489,,,,,,,,
10240,423522,,,,,,,,
10241,423555,,,,,,,,
10242,423588,,,,,,,,
10243,423621,,,,,,,,
10244,423654,,,,,,,,
10245,423687,,,,,,,,
10246,423720,,,,,,,,
10247,423753,,,,,,,,
10248,423786,,,,,,,,
10249,423819,,,,,,,,
10250,423852,,,,,,,,
10251,423885,,,,,,,,
10252,423918,,,,,,,,
10253,423951,,,,,,,,
10254,423984,,,,,,,,
10255,424017,,,,,,,,
10256,424050,,,,,,,,
10257,424083,,,,,,,,
10258,424116,,,,,,,,
10259,424149,,,,,,,,
10260,424182,,,,,,,,
10261,424215,,,,,,,,
10262,424248,,,,,,,,
10263,424281,,,,,,,,
10264,424314,,,,,20,424314,428835,27
10265,424347,,,,,20,424314,428835,27
10266,424380,,,,,20,424314,428835,27
10267,424413,,,,,20,424314,428835,27
10268,424446,,,,,20,424314,428835,27
10269,424479,,,,,20,424314,428835,27
10270,424512,,,,,20,424314,428835,27
10271,424545,2429,424545,424577,l,20,424314,428835,27
10272,424578,2430,424578,424610,l,20,424314,428835,27
10273,424611,2431,424611,424643,l,20,424314,428835,27
10274,424644,2432,424644,424676,l,20,424314,428835,27
10275,424677,2433,424677,424709,l,20,424314,428835,27
10276,424710,2434,424710,424742,l,20,424314,428835,27
10277,424743,2435,424743,424775,l,20,424314,428835,27
10278,424776,2436,424776,424808,l,20,424314,428835,27
10279,424809,2437,424809,424841,l,20,424314,428835,27
10280,424842,2438,424842,424874,l,20,424314,428835,27
10281,424875,2439,424875,424907,l,20,424314,428835,27
10282,424908,2440,424908,424940,l,20,424314,428835,27
10283,424941,2441,424941,424973,l,20,424314,428835,27
10284,424974,2442,424974,425006,l,20,424314,428835,27
10285,425007,2443,425007,425039,l,20,424314,428835,27
10286,425040,2444,425040,425072,l,20,424314,428835,27
10287,425073,2445,425073,425105,l,20,424314,428835,27
10288,425106,2446,425106,425138,l,20,424314,428835,27
10289,425139,2447,425139,425171,l,20,424314,428835,27
10290,425172,2448,425172,425204,l,20,424314,428835,27
10291,425205,2449,425205,425237,l,20,424314,428835,27
10292,425238,2450,425238,425270,l,20,424314,428835,27
10293,425271,2451,425271,425303,l,20,424314,428835,27
10294,425304,2452,425304,425336,l,20,424314,428835,27
10295,425337,2453,425337,425369,l,20,424314,428835,27
10296,425370,2454,425370,425402,l,20,424314,428835,27
10297,425403,2455,425403,425435,l,20,424314,428835,27
10298,425436,2456,425436,425468,l,20,424314,428835,27
10299,425469,2457,425469,425501,l,20,424314,428835,27
10300,425502,2458,425502,425534,l,20,424314,428835,27
10301,425535,2459,425535,425567,l,20,424314,428835,27
10302,425568,2460,425568,425600,l,20,424314,428835,27
10303,425601,2461,425601,425633,l,20,424314,428835,27
10304,425634,2462,425634,425666,l,20,424314,428835,27
10305,425667,2463,425667,425699,l,20,424314,428835,27
10306,425700,2464,425700,425732,l,20,424314,428835,27
10307,425733,2465,425733,425765,l,20,424314,428835,27
10308,425766,2466,425766,425798,l,20,424314,428835,27
10309,425799,2467,425799,425831,l,20,424314,428835,27
10310,425832,2468,425832,425864,l,20,424314,428835,27
10311,425865,2469,425865,425897,l,20,424314,428835,27
10312,425898,2470,425898,425930,l,20,424314,428835,27
10313,425931,2471,425931,425963,l,20,424314,428835,27
10314,425964,2472,425964,425996,l,20,424314,428835,27
10315,425997,2473,425997,426029,l,20,424314,428835,27
10316,426030,2474,426030,426062,l,20,424314,428835,27
10317,426063,2475,426063,426095,l,20,424314,428835,27
10318,426096,2476,426096,426128,l,20,424314,428835,27
10319,426129,2477,426129,426161,l,20,424314,428835,27
10320,426162,2478,426162,426194,l,20,424314,428835,27
10321,426195,2479,426195,426227,l,20,424314,428835,27
10322,426228,2480,426228,426260,l,20,424314,428835,27
10323,426261,2481,426261,426293,n,20,424314,428835,27
10324,426294,2482,426294,426326,n,20,424314,428835,27
10325,426327,2483,426327,426359,n,20,424314,428835,27
10326,426360,2484,426360,426392,n,20,424314,428835,27
10327,426393,2485,426393,426425,n,20,424314,428835,27
10328,426426,2486,426426,426458,n,20,424314,428835,27
10329,426459,2487,426459,426491,n,20,424314,428835,27
10330,426492,2488,426492,426524,n,20,424314,428835,27
10331,426525,2489,426525,426557,n,20,424314,428835,27
10332,426558,2490,426558,426590,l,20,424314,428835,27
10333,426591,2491,426591,426623,l,20,424314,428835,27
10334,426624,2492,426624,426656,l,20,424314,428835,27
10335,426657,2493,426657,426689,l,20,424314,428835,27
10336,426690,2494,426690,426722,l,20,424314,428835,27
10337,426723,2495,426723,426755,l,20,424314,428835,27
10338,426756,2496,426756,426788,l,20,424314,428835,27
10339,426789,2497,426789,426821,l,20,424314,428835,27
10340,426822,2498,426822,426854,l,20,424314,428835,27
10341,426855,2499,426855,426887,n,20,424314,428835,27
10342,426888,2500,426888,426920,n,20,424314,428835,27
10343,426921,2501,426921,426953,n,20,424314,428835,27
10344,426954,2502,426954,426986,n,20,424314,428835,27
10345,426987,2503,426987,427019,n,20,424314,428835,27
10346,427020,2504,427020,427052,n,20,424314,428835,27
10347,427053,2505,427053,427085,n,20,424314,428835,27
10348,427086,2506,427086,427118,n,20,424314,428835,27
10349,427119,2507,427119,427151,n,20,424314,428835,27
10350,427152,2508,427152,427184,n,20,424314,428835,27
10351,427185,2509,427185,427217,n,20,424314,428835,27
10352,427218,2510,427218,427250,n,20,424314,428835,27
10353,427251,2511,427251,427283,n,20,424314,428835,27
10354,427284,2512,427284,427316,n,20,424314,428835,27
10355,427317,2513,427317,427349,n,20,424314,428835,27
10356,427350,2514,427350,427382,n,20,424314,428835,27
10357,427383,2515,427383,427415,n,20,424314,428835,27
10358,427416,2516,427416,427448,n,20,424314,428835,27
10359,427449,2517,427449,427481,n,20,424314,428835,27
10360,427482,2518,427482,427514,n,20,424314,428835,27
10361,427515,2519,427515,427547,n,20,424314,428835,27
10362,427548,2520,427548,427580,n,20,424314,428835,27
10363,427581,2521,427581,427613,n,20,424314,428835,27
10364,427614,2522,427614,427646,n,20,424314,428835,27
10365,427647,2523,427647,427679,n,20,424314,428835,27
10366,427680,2524,427680,427712,n,20,424314,428835,27
10367,427713,2525,427713,427745,n,20,424314,428835,27
10368,427746,2526,427746,427778,n,20,424314,428835,27
10369,427779,2527,427779,427811,n,20,424314,428835,27
10370,427812,2528,427812,427844,n,20,424314,428835,27
10371,427845,2529,427845,427877,n,20,424314,428835,27
10372,427878,2530,427878,427910,n,20,424314,428835,27
10373,427911,2531,427911,427943,n,20,424314,428835,27
10374,427944,2532,427944,427976,n,20,424314,428835,27
10375,427977,2533,427977,428009,n,20,424314,428835,27
10376,428010,2534,428010,428042,n,20,424314,428835,27
10377,428043,2535,428043,428075,n,20,424314,428835,27
10378,428076,2536,428076,428108,n,20,424314,428835,27
10379,428109,2537,428109,428141,n,20,424314,428835,27
10380,428142,2538,428142,428174,n,20,424314,428835,27
10381,428175,2539,428175,428207,n,20,424314,428835,27
10382,428208,2540,428208,428240,l,20,424314,428835,27
10383,428241,2541,428241,428273,l,20,424314,428835,27
10384,428274,2542,428274,428306,l,20,424314,428835,27
10385,428307,2543,428307,428339,l,20,424314,428835,27
10386,428340,2544,428340,428372,l,20,424314,428835,27
10387,428373,2545,428373,428405,l,20,424314,428835,27
10388,428406,2546,428406,428438,l,20,424314,428835,27
10389,428439,2547,428439,428471,l,20,424314,428835,27
10390,428472,2548,428472,428504,l,20,424314,428835,27
10391,428505,2549,428505,428537,l,20,424314,428835,27
10392,428538,2550,428538,428570,l,20,424314,428835,27
10393,428571,2551,428571,428603,l,20,424314,428835,27
10394,428604,2552,428604,428636,l,20,424314,428835,27
10395,428637,2553,428637,428669,l,20,424314,428835,27
10396,428670,2554,428670,428702,l,20,424314,428835,27
10397,428703,2555,428703,428735,l,20,424314,428835,27
10398,428736,2556,428736,428768,l,20,424314,428835,27
10399,428769,2557,428769,428801,l,20,424314,428835,27
10400,428802,,,,,20,424314,428835,27
10401,428835,,,,,20,424314,428835,27
10402,428868,,,,,,,,
10403,428901,,,,,,,,
10404,428934,,,,,,,,
10405,428967,,,,,,,,
10406,429000,,,,,,,,
10407,429033,,,,,,,,
10408,429066,,,,,,,,
10409,429099,,,,,,,,
10410,429132,,,,,,,,
10411,429165,,,,,,,,
10412,429198,,,,,,,,
10413,429231,,,,,,,,
10414,429264,,,,,,,,
10415,429297,,,,,,,,
10416,429330,,,,,,,,
10417,429363,,,,,,,,
10418,429396,,,,,,,,
10419,429429,,,,,,,,
10420,429462,,,,,,,,
10421,429495,,,,,,,,
10422,429528,,,,,,,,
10423,429561,,,,,,,,
10424,429594,,,,,,,,
10425,429627,,,,,,,,
10426,429660,,,,,,,,
10427,429693,,,,,,,,
10428,429726,,,,,,,,
10429,429759,,,,,,,,
10430,429792,,,,,,,,
10431,429825,,,,,,,,
10432,429858,,,,,,,,
10433,429891,,,,,,,,
10434,429924,,,,,,,,
10435,429957,,,,,,,,
10436,429990,,,,,,,,
10437,430023,,,,,,,,
10438,430056,,,,,,,,
10439,430089,,,,,,,,
10440,430122,,,,,,,,
10441,430155,,,,,,,,
10442,430188,,,,,,,,
10443,430221,,,,,,,,
10444,430254,,,,,,,,
10445,430287,,,,,,,,
10446,430320,,,,,,,,
10447,430353,,,,,,,,
10448,430386,,,,,,,,
10449,430419,,,,,,,,
10450,430452,,,,,,,,
10451,430485,,,,,,,,
10452,430518,,,,,,,,
10453,430551,,,,,,,,
10454,430584,,,,,,,,
10455,430617,,,,,,,,
10456,430650,,,,,,,,
10457,430683,,,,,,,,
10458,430716,,,,,,,,
10459,430749,,,,,,,,
10460,430782,,,,,,,,
10461,430815,,,,,,,,
10462,430848,,,,,,,,
10463,430881,,,,,,,,
10464,430914,,,,,,,,
10465,430947,,,,,,,,
10466,430980,,,,,,,,
10467,431013,,,,,,,,
10468,431046,,,,,,,,
10469,431079,,,,,,,,
10470,431112,,,,,,,,
10471,431145,,,,,,,,
10472,431178,,,,,,,,
10473,431211,,,,,,,,
10474,431244,,,,,,,,
10475,431277,,,,,,,,
10476,431310,,,,,,,,
10477,431343,,,,,,,,
10478,431376,,,,,,,,
10479,431409,,,,,,,,
10480,431442,,,,,,,,
10481,431475,,,,,,,,
10482,431508,,,,,,,,
10483,431541,,,,,,,,
10484,431574,,,,,,,,
10485,431607,,,,,,,,
10486,431640,,,,,,,,
10487,431673,,,,,,,,
10488,431706,,,,,,,,
10489,431739,,,,,,,,
10490,431772,,,,,,,,
10491,431805,,,,,,,,
10492,431838,,,,,,,,
10493,431871,,,,,,,,
10494,431904,,,,,,,,
10495,431937,,,,,,,,
10496,431970,,,,,,,,
10497,432003,,,,,,,,
10498,432036,,,,,,,,
10499,432069,,,,,,,,
10500,432102,,,,,,,,
10501,432135,,,,,,,,
10502,432168,,,,,,,,
10503,432201,,,,,,,,
10504,432234,,,,,,,,
10505,432267,,,,,,,,
10506,432300,,,,,,,,
10507,432333,,,,,,,,
10508,432366,,,,,,,,
10509,432399,,,,,,,,
10510,432432,,,,,,,,
10511,432465,,,,,,,,
10512,432498,,,,,,,,
10513,432531,,,,,,,,
10514,432564,,,,,,,,
10515,432597,,,,,,,,
10516,432630,,,,,,,,
10517,432663,,,,,,,,
10518,432696,,,,,,,,
10519,432729,,,,,,,,
10520,432762,,,,,,,,
10521,432795,,,,,,,,
10522,432828,,,,,,,,
10523,432861,,,,,,,,
10524,432894,,,,,,,,
10525,432927,,,,,,,,
10526,432960,,,,,,,,
10527,432993,,,,,,,,
10528,433026,,,,,,,,
10529,433059,,,,,,,,
10530,433092,,,,,,,,
10531,433125,,,,,,,,
10532,433158,,,,,,,,
10533,433191,,,,,,,,
10534,433224,,,,,,,,
10535,433257,,,,,,,,
10536,433290,,,,,,,,
10537,433323,,,,,,,,
10538,433356,,,,,,,,
10539,433389,,,,,,,,
10540,433422,,,,,,,,
10541,433455,,,,,,,,
10542,433488,,,,,,,,
10543,433521,,,,,,,,
10544,433554,,,,,,,,
10545,433587,,,,,,,,
10546,433620,,,,,,,,
10547,433653,,,,,,,,
10548,433686,,,,,,,,
10549,433719,,,,,,,,
10550,433752,,,,,,,,
10551,433785,,,,,,,,
10552,433818,,,,,,,,
10553,433851,,,,,,,,
10554,433884,,,,,,,,
10555,433917,,,,,,,,
10556,433950,,,,,,,,
10557,433983,,,,,,,,
10558,434016,,,,,,,,
10559,434049,,,,,,,,
10560,434082,,,,,,,,
10561,434115,,,,,,,,
10562,434148,,,,,,,,
10563,434181,,,,,,,,
10564,434214,,,,,,,,
10565,434247,,,,,,,,
10566,434280,,,,,,,,
10567,434313,,,,,,,,
10568,434346,,,,,,,,
10569,434379,,,,,,,,
10570,434412,,,,,,,,
10571,434445,,,,,,,,
10572,434478,,,,,,,,
10573,434511,,,,,,,,
10574,434544,,,,,,,,
10575,434577,,,,,,,,
10576,434610,,,,,,,,
10577,434643,,,,,,,,
10578,434676,,,,,,,,
10579,434709,,,,,,,,
10580,434742,,,,,,,,
10581,434775,,,,,,,,
10582,434808,,,,,,,,
10583,434841,,,,,,,,
10584,434874,,,,,,,,
10585,434907,,,,,,,,
10586,434940,,,,,,,,
10587,434973,,,,,,,,
10588,435006,,,,,,,,
10589,435039,,,,,,,,
10590,435072,,,,,,,,
10591,435105,,,,,,,,
10592,435138,,,,,,,,
10593,435171,,,,,,,,
10594,435204,,,,,,,,
10595,435237,,,,,,,,
10596,435270,,,,,,,,
10597,435303,,,,,,,,
10598,435336,,,,,,,,
10599,435369,,,,,,,,
10600,435402,,,,,,,,
10601,435435,,,,,,,,
10602,435468,,,,,,,,
10603,435501,,,,,,,,
10604,435534,,,,,,,,
10605,435567,,,,,,,,
10606,435600,,,,,,,,
10607,435633,,,,,,,,
10608,435666,,,,,,,,
10609,435699,,,,,,,,
10610,435732,,,,,,,,
10611,435765,,,,,,,,
10612,435798,,,,,,,,
10613,435831,,,,,,,,
10614,435864,,,,,,,,
10615,435897,,,,,,,,
10616,435930,,,,,,,,
10617,435963,,,,,,,,
10618,435996,,,,,,,,
10619,436029,,,,,,,,
10620,436062,,,,,,,,
10621,436095,,,,,,,,
10622,436128,,,,,,,,
10623,436161,,,,,,,,
10624,436194,,,,,,,,
10625,436227,,,,,,,,
10626,436260,,,,,,,,
10627,436293,,,,,,,,
10628,436326,,,,,,,,
10629,436359,,,,,,,,
10630,436392,,,,,,,,
10631,436425,,,,,,,,
10632,436458,,,,,,,,
10633,436491,,,,,,,,
10634,436524,,,,,,,,
10635,436557,,,,,,,,
10636,436590,,,,,,,,
10637,436623,,,,,,,,
10638,436656,,,,,,,,
10639,436689,,,,,,,,
10640,436722,,,,,,,,
10641,436755,,,,,,,,
10642,436788,,,,,,,,
10643,436821,,,,,,,,
10644,436854,,,,,,,,
10645,436887,,,,,,,,
10646,436920,,,,,,,,
10647,436953,,,,,,,,
10648,436986,,,,,,,,
10649,437019,,,,,,,,
10650,437052,,,,,,,,
10651,437085,,,,,,,,
10652,437118,,,,,,,,
10653,437151,,,,,,,,
10654,437184,,,,,,,,
10655,437217,,,,,,,,
10656,437250,,,,,,,,
10657,437283,,,,,,,,
10658,437316,,,,,,,,
10659,437349,,,,,,,,
10660,437382,,,,,,,,
10661,437415,,,,,,,,
10662,437448,,,,,,,,
10663,437481,,,,,,,,
10664,437514,,,,,,,,
10665,437547,,,,,,,,
10666,437580,,,,,,,,
10667,437613,,,,,,,,
10668,437646,,,,,,,,
10669,437679,,,,,,,,
10670,437712,,,,,,,,
10671,437745,,,,,,,,
10672,437778,,,,,,,,
10673,437811,,,,,,,,
10674,437844,,,,,,,,
10675,437877,,,,,,,,
10676,437910,,,,,,,,
10677,437943,,,,,,,,
10678,437976,,,,,,,,
10679,438009,,,,,,,,
10680,438042,,,,,,,,
10681,438075,,,,,,,,
10682,438108,,,,,,,,
10683,438141,,,,,,,,
10684,438174,,,,,,,,
10685,438207,,,,,,,,
10686,438240,,,,,,,,
10687,438273,,,,,,,,
10688,438306,,,,,,,,
10689,438339,,,,,,,,
10690,438372,,,,,,,,
10691,438405,,,,,,,,
10692,438438,,,,,,,,
10693,438471,,,,,,,,
10694,438504,,,,,,,,
10695,438537,,,,,,,,
10696,438570,,,,,,,,
10697,438603,,,,,,,,
10698,438636,,,,,,,,
10699,438669,,,,,,,,
10700,438702,,,,,,,,
10701,438735,,,,,,,,
10702,438768,,,,,,,,
10703,438801,,,,,,,,
10704,438834,,,,,,,,
10705,438867,,,,,,,,
10706,438900,,,,,,,,
10707,438933,,,,,,,,
10708,438966,,,,,,,,
10709,438999,,,,,,,,
10710,439032,,,,,,,,
10711,439065,,,,,,,,
10712,439098,,,,,,,,
10713,439131,,,,,,,,
10714,439164,,,,,,,,
10715,439197,,,,,,,,
10716,439230,,,,,,,,
10717,439263,,,,,21,439263,443817,36
10718,439296,,,,,21,439263,443817,36
10719,439329,,,,,21,439263,443817,36
10720,439362,,,,,21,439263,443817,36
10721,439395,,,,,21,439263,443817,36
10722,439428,,,,,21,439263,443817,36
10723,439461,,,,,21,439263,443817,36
10724,439494,,,,,21,439263,443817,36
10725,439527,,,,,21,439263,443817,36
10726,439560,,,,,21,439263,443817,36
10727,439593,,,,,21,439263,443817,36
10728,439626,,,,,21,439263,443817,36
10729,439659,,,,,21,439263,443817,36
10730,439692,,,,,21,439263,443817,36
10731,439725,,,,,21,439263,443817,36
10732,439758,,,,,21,439263,443817,36
10733,439791,,,,,21,439263,443817,36
10734,439824,,,,,21,439263,443817,36
10735,439857,2558,439857,439889,l,21,439263,443817,36
10736,439890,2559,439890,439922,l,21,439263,443817,36
10737,439923,2560,439923,439955,l,21,439263,443817,36
10738,439956,2561,439956,439988,l,21,439263,443817,36
10739,439989,2562,439989,440021,l,21,439263,443817,36
10740,440022,2563,440022,440054,l,21,439263,443817,36
10741,440055,2564,440055,440087,l,21,439263,443817,36
10742,440088,2565,440088,440120,l,21,439263,443817,36
10743,440121,2566,440121,440153,l,21,439263,443817,36
10744,440154,2567,440154,440186,l,21,439263,443817,36
10745,440187,2568,440187,440219,l,21,439263,443817,36
10746,440220,2569,440220,440252,l,21,439263,443817,36
10747,440253,2570,440253,440285,l,21,439263,443817,36
10748,440286,2571,440286,440318,l,21,439263,443817,36
10749,440319,2572,440319,440351,l,21,439263,443817,36
10750,440352,2573,440352,440384,l,21,439263,443817,36
10751,440385,2574,440385,440417,l,21,439263,443817,36
10752,440418,2575,440418,440450,l,21,439263,443817,36
10753,440451,2576,440451,440483,l,21,439263,443817,36
10754,440484,2577,440484,440516,l,21,439263,443817,36
10755,440517,2578,440517,440549,l,21,439263,443817,36
