frameNumber,time,gazeOrdinal,gazeOnsetTime,gazeOffsetTime,POI_lable,trialNumber,trialOnset,trialOffset,targetNumber
4910,262297,1045,262276,262309,m,9,261358,265914,596
4911,262330,1046,262310,262343,m,9,261358,265914,596
4912,262363,1047,262344,262377,m,9,261358,265914,596
4913,262396,1048,262378,262411,m,9,261358,265914,596
4914,262429,1049,262412,262445,m,9,261358,265914,596
4915,262462,1050,262446,262479,m,9,261358,265914,596
4916,262495,1051,262480,262513,m,9,261358,265914,596
4917,262528,1052,262514,262547,m,9,261358,265914,596
4918,262561,1053,262548,262581,m,9,261358,265914,596
4919,262594,1054,262582,262615,m,9,261358,265914,596
4920,262627,1055,262616,262649,m,9,261358,265914,596
4921,262660,1056,262650,262683,r,9,261358,265914,596
4922,262693,1057,262684,262717,r,9,261358,265914,596
4923,262726,1058,262718,262751,n,9,261358,265914,596
4924,262759,1059,262752,262785,n,9,261358,265914,596
4925,262792,1060,262786,262819,n,9,261358,265914,596
4926,262825,1061,262820,262853,n,9,261358,265914,596
4927,262858,1062,262854,262887,n,9,261358,265914,596
4928,262891,1063,262888,262921,n,9,261358,265914,596
4929,262924,1064,262922,262955,n,9,261358,265914,596
4930,262957,1065,262956,262989,n,9,261358,265914,596
4931,262990,1066,262990,263023,n,9,261358,265914,596
4932,263023,1066,262990,263023,n,9,261358,265914,596
4933,263056,1067,263024,263057,n,9,261358,265914,596
4934,263089,1068,263058,263091,n,9,261358,265914,596
4935,263122,1069,263092,263125,n,9,261358,265914,596
4936,263155,1070,263126,263159,n,9,261358,265914,596
4937,263188,1071,263160,263193,n,9,261358,265914,596
4938,263221,1072,263194,263227,n,9,261358,265914,596
4939,263254,1073,263228,263261,n,9,261358,265914,596
4940,263287,1074,263262,263295,n,9,261358,265914,596
4941,263320,1075,263296,263329,n,9,261358,265914,596
4942,263353,1076,263330,263363,n,9,261358,265914,596
4943,263386,1077,263364,263397,n,9,261358,265914,596
4944,263419,1078,263398,263431,n,9,261358,265914,596
4945,263452,1079,263432,263465,n,9,261358,265914,596
4946,263485,1080,263466,263499,n,9,261358,265914,596
4947,263518,1081,263500,263533,n,9,261358,265914,596
4948,263551,1082,263534,263567,n,9,261358,265914,596
4949,263584,1083,263568,263601,r,9,261358,265914,596
4950,263617,1084,263602,263635,r,9,261358,265914,596
4951,263650,1085,263636,263669,r,9,261358,265914,596
4952,263683,1086,263670,263703,r,9,261358,265914,596
4953,263716,1087,263704,263737,r,9,261358,265914,596
4954,263749,1088,263738,263771,r,9,261358,265914,596
4955,263782,1089,263772,263805,r,9,261358,265914,596
4956,263815,1090,263806,263839,r,9,261358,265914,596
4957,263848,1091,263840,263873,r,9,261358,265914,596
4958,263881,1092,263874,263907,r,9,261358,265914,596
4959,263914,1093,263908,263941,r,9,261358,265914,596
4960,263947,1094,263942,263975,r,9,261358,265914,596
4961,263980,1095,263976,264009,r,9,261358,265914,596
4962,264013,1096,264010,264043,r,9,261358,265914,596
4963,264046,1097,264044,264077,r,9,261358,265914,596
4964,264079,1098,264078,264111,r,9,261358,265914,596
4965,264112,1099,264112,264145,r,9,261358,265914,596
4966,264145,1099,264112,264145,r,9,261358,265914,596
4967,264178,1100,264146,264179,r,9,261358,265914,596
4968,264211,1101,264180,264213,m,9,261358,265914,596
4969,264244,1102,264214,264247,l,9,261358,265914,596
4970,264277,1103,264248,264281,i,9,261358,265914,596
4971,264310,1104,264282,264315,i,9,261358,265914,596
4972,264343,1105,264316,264349,m,9,261358,265914,596
4973,264376,1106,264350,264383,m,9,261358,265914,596
4974,264409,1107,264384,264417,m,9,261358,265914,596
4975,264442,1108,264418,264451,m,9,261358,265914,596
4976,264475,1109,264452,264485,m,9,261358,265914,596
4977,264508,1110,264486,264519,m,9,261358,265914,596
4978,264541,1111,264520,264553,m,9,261358,265914,596
4979,264574,1112,264554,264587,m,9,261358,265914,596
4980,264607,1113,264588,264621,m,9,261358,265914,596
4981,264640,1114,264622,264655,m,9,261358,265914,596
4982,264673,1115,264656,264689,m,9,261358,265914,596
4983,264706,1116,264690,264723,m,9,261358,265914,596
4984,264739,1117,264724,264757,m,9,261358,265914,596
4985,264772,1118,264758,264791,m,9,261358,265914,596
4986,264805,1119,264792,264825,m,9,261358,265914,596
4987,264838,1120,264826,264859,m,9,261358,265914,596
4988,264871,1121,264860,264893,m,9,261358,265914,596
4989,264904,1122,264894,264927,n,9,261358,265914,596
4990,264937,1123,264928,264961,n,9,261358,265914,596
4991,264970,1124,264962,264995,n,9,261358,265914,596
4992,265003,1125,264996,265029,n,9,261358,265914,596
4993,265036,1126,265030,265063,n,9,261358,265914,596
4994,265069,1127,265064,265097,n,9,261358,265914,596
4995,265102,1128,265098,265131,n,9,261358,265914,596
4996,265135,1129,265132,265165,n,9,261358,265914,596
4997,265168,1130,265166,265199,n,9,261358,265914,596
4998,265201,1131,265200,265233,n,9,261358,265914,596
4999,265234,1132,265234,265267,n,9,261358,265914,596
5000,265267,1132,265234,265267,n,9,261358,265914,596
5001,265300,1133,265268,265301,n,9,261358,265914,596
5002,265333,1134,265302,265335,n,9,261358,265914,596
5003,265366,1135,265336,265369,n,9,261358,265914,596
5004,265399,1136,265370,265403,n,9,261358,265914,596
5005,265432,1137,265404,265437,n,9,261358,265914,596
5006,265465,1138,265438,265471,n,9,261358,265914,596
5007,265498,1139,265472,265505,n,9,261358,265914,596
5008,265531,1140,265506,265539,n,9,261358,265914,596
5009,265564,1141,265540,265573,n,9,261358,265914,596
5010,265597,1142,265574,265607,n,9,261358,265914,596
5011,265630,1143,265608,265641,n,9,261358,265914,596
5012,265663,1144,265642,265675,n,9,261358,265914,596
5013,265696,1145,265676,265709,n,9,261358,265914,596
5014,265729,1146,265710,265743,n,9,261358,265914,596
5015,265762,1147,265744,265777,n,9,261358,265914,596
5016,265795,1148,265778,265811,n,9,261358,265914,596
5017,265828,1149,265812,265845,n,9,261358,265914,596
5018,265861,1150,265846,265879,n,9,261358,265914,596
5456,280315,1151,280296,280329,r,10,280126,284682,574
5457,280348,1152,280330,280363,m,10,280126,284682,574
5458,280381,1153,280364,280397,m,10,280126,284682,574
5459,280414,1154,280398,280431,m,10,280126,284682,574
5460,280447,1155,280432,280465,i,10,280126,284682,574
5461,280480,1156,280466,280499,i,10,280126,284682,574
5462,280513,1157,280500,280533,r,10,280126,284682,574
5463,280546,1158,280534,280567,r,10,280126,284682,574
5464,280579,1159,280568,280601,r,10,280126,284682,574
5465,280612,1160,280602,280635,r,10,280126,284682,574
5466,280645,1161,280636,280669,r,10,280126,284682,574
5467,280678,1162,280670,280703,r,10,280126,284682,574
5468,280711,1163,280704,280737,r,10,280126,284682,574
5469,280744,1164,280738,280771,r,10,280126,284682,574
5470,280777,1165,280772,280805,r,10,280126,284682,574
5471,280810,1166,280806,280839,r,10,280126,284682,574
5472,280843,1167,280840,280873,r,10,280126,284682,574
5473,280876,1168,280874,280907,r,10,280126,284682,574
5474,280909,1169,280908,280941,r,10,280126,284682,574
5475,280942,1170,280942,280975,r,10,280126,284682,574
5476,280975,1170,280942,280975,r,10,280126,284682,574
5477,281008,1171,280976,281009,r,10,280126,284682,574
5478,281041,1172,281010,281043,r,10,280126,284682,574
5479,281074,1173,281044,281077,r,10,280126,284682,574
5480,281107,1174,281078,281111,r,10,280126,284682,574
5481,281140,1175,281112,281145,r,10,280126,284682,574
5482,281173,1176,281146,281179,r,10,280126,284682,574
5483,281206,1177,281180,281213,r,10,280126,284682,574
5484,281239,1178,281214,281247,r,10,280126,284682,574
5485,281272,1179,281248,281281,r,10,280126,284682,574
5486,281305,1180,281282,281315,r,10,280126,284682,574
5487,281338,1181,281316,281349,r,10,280126,284682,574
5488,281371,1182,281350,281383,r,10,280126,284682,574
5489,281404,1183,281384,281417,r,10,280126,284682,574
5490,281437,1184,281418,281451,r,10,280126,284682,574
5491,281470,1185,281452,281485,r,10,280126,284682,574
5492,281503,1186,281486,281519,i,10,280126,284682,574
5493,281536,1187,281520,281553,m,10,280126,284682,574
5494,281569,1188,281554,281587,m,10,280126,284682,574
5495,281602,1189,281588,281621,m,10,280126,284682,574
5496,281635,1190,281622,281655,m,10,280126,284682,574
5497,281668,1191,281656,281689,m,10,280126,284682,574
5498,281701,1192,281690,281723,m,10,280126,284682,574
5499,281734,1193,281724,281757,m,10,280126,284682,574
5500,281767,1194,281758,281791,m,10,280126,284682,574
5501,281800,1195,281792,281825,m,10,280126,284682,574
5502,281833,1196,281826,281859,i,10,280126,284682,574
5503,281866,1197,281860,281893,i,10,280126,284682,574
5504,281899,1198,281894,281927,i,10,280126,284682,574
5505,281932,1199,281928,281961,l,10,280126,284682,574
5506,281965,1200,281962,281995,i,10,280126,284682,574
5507,281998,1201,281996,282029,i,10,280126,284682,574
5508,282031,1202,282030,282063,i,10,280126,284682,574
5509,282064,1203,282064,282097,i,10,280126,284682,574
5510,282097,1203,282064,282097,i,10,280126,284682,574
5511,282130,1204,282098,282131,i,10,280126,284682,574
5512,282163,1205,282132,282165,i,10,280126,284682,574
5513,282196,1206,282166,282199,i,10,280126,284682,574
5514,282229,1207,282200,282233,l,10,280126,284682,574
5515,282262,1208,282234,282267,l,10,280126,284682,574
5516,282295,1209,282268,282301,l,10,280126,284682,574
5517,282328,1210,282302,282335,i,10,280126,284682,574
5518,282361,1211,282336,282369,i,10,280126,284682,574
5519,282394,1212,282370,282403,l,10,280126,284682,574
5520,282427,1213,282404,282437,m,10,280126,284682,574
5521,282460,1214,282438,282471,m,10,280126,284682,574
5522,282493,1215,282472,282505,m,10,280126,284682,574
5523,282526,1216,282506,282539,m,10,280126,284682,574
5524,282559,1217,282540,282573,m,10,280126,284682,574
5525,282592,1218,282574,282607,m,10,280126,284682,574
5526,282625,1219,282608,282641,m,10,280126,284682,574
5527,282658,1220,282642,282675,m,10,280126,284682,574
5528,282691,1221,282676,282709,m,10,280126,284682,574
5529,282724,1222,282710,282743,m,10,280126,284682,574
5530,282757,1223,282744,282777,r,10,280126,284682,574
5531,282790,1224,282778,282811,r,10,280126,284682,574
5532,282823,1225,282812,282845,r,10,280126,284682,574
5533,282856,1226,282846,282879,r,10,280126,284682,574
5534,282889,1227,282880,282913,r,10,280126,284682,574
5535,282922,1228,282914,282947,r,10,280126,284682,574
5536,282955,1229,282948,282981,r,10,280126,284682,574
5537,282988,1230,282982,283015,r,10,280126,284682,574
5538,283021,1231,283016,283049,i,10,280126,284682,574
5539,283054,1232,283050,283083,i,10,280126,284682,574
5540,283087,1233,283084,283117,m,10,280126,284682,574
5541,283120,1234,283118,283151,m,10,280126,284682,574
5542,283153,1235,283152,283185,i,10,280126,284682,574
5543,283186,1236,283186,283219,i,10,280126,284682,574
5544,283219,1236,283186,283219,i,10,280126,284682,574
5545,283252,1237,283220,283253,i,10,280126,284682,574
5546,283285,1238,283254,283287,i,10,280126,284682,574
5547,283318,1239,283288,283321,i,10,280126,284682,574
5548,283351,1240,283322,283355,i,10,280126,284682,574
5549,283384,1241,283356,283389,i,10,280126,284682,574
5550,283417,1242,283390,283423,i,10,280126,284682,574
5551,283450,1243,283424,283457,i,10,280126,284682,574
5552,283483,1244,283458,283491,i,10,280126,284682,574
5553,283516,1245,283492,283525,i,10,280126,284682,574
5554,283549,1246,283526,283559,i,10,280126,284682,574
5555,283582,1247,283560,283593,i,10,280126,284682,574
5556,283615,1248,283594,283627,i,10,280126,284682,574
5557,283648,1249,283628,283661,m,10,280126,284682,574
5558,283681,1250,283662,283695,i,10,280126,284682,574
5559,283714,1251,283696,283729,l,10,280126,284682,574
5560,283747,1252,283730,283763,l,10,280126,284682,574
5561,283780,1253,283764,283797,l,10,280126,284682,574
5562,283813,1254,283798,283831,l,10,280126,284682,574
5563,283846,1255,283832,283865,l,10,280126,284682,574
5564,283879,1256,283866,283899,l,10,280126,284682,574
5565,283912,1257,283900,283933,l,10,280126,284682,574
5566,283945,1258,283934,283967,l,10,280126,284682,574
5567,283978,1259,283968,284001,l,10,280126,284682,574
5568,284011,1260,284002,284035,l,10,280126,284682,574
5569,284044,1261,284036,284069,l,10,280126,284682,574
5570,284077,1262,284070,284103,l,10,280126,284682,574
5571,284110,1263,284104,284137,l,10,280126,284682,574
5572,284143,1264,284138,284171,m,10,280126,284682,574
5573,284176,1265,284172,284205,m,10,280126,284682,574
5574,284209,1266,284206,284239,m,10,280126,284682,574
5575,284242,1267,284240,284273,m,10,280126,284682,574
5576,284275,1268,284274,284307,m,10,280126,284682,574
5577,284308,1269,284308,284341,m,10,280126,284682,574
5578,284341,1269,284308,284341,m,10,280126,284682,574
5579,284374,1270,284342,284375,m,10,280126,284682,574
5580,284407,1271,284376,284409,m,10,280126,284682,574
5581,284440,1272,284410,284443,m,10,280126,284682,574
5582,284473,1273,284444,284477,m,10,280126,284682,574
5583,284506,1274,284478,284511,r,10,280126,284682,574
5584,284539,1275,284512,284545,r,10,280126,284682,574
5585,284572,1276,284546,284579,r,10,280126,284682,574
5586,284605,1277,284580,284613,r,10,280126,284682,574
5587,284638,1278,284614,284648,r,10,280126,284682,574
5947,296518,1279,296514,296547,r,11,296072,300628,69
5948,296551,1280,296548,296581,r,11,296072,300628,69
5949,296584,1281,296582,296615,r,11,296072,300628,69
5950,296617,1282,296616,296649,r,11,296072,300628,69
5951,296650,1283,296650,296683,r,11,296072,300628,69
5952,296683,1283,296650,296683,r,11,296072,300628,69
5953,296716,1284,296684,296717,r,11,296072,300628,69
5954,296749,1285,296718,296751,n,11,296072,300628,69
5955,296782,1286,296752,296785,n,11,296072,300628,69
5956,296815,1287,296786,296819,n,11,296072,300628,69
5957,296848,1288,296820,296853,n,11,296072,300628,69
5958,296881,1289,296854,296887,n,11,296072,300628,69
5959,296914,1290,296888,296921,n,11,296072,300628,69
5960,296947,1291,296922,296955,n,11,296072,300628,69
5961,296980,1292,296956,296989,n,11,296072,300628,69
5962,297013,1293,296990,297023,n,11,296072,300628,69
5963,297046,1294,297024,297057,n,11,296072,300628,69
5964,297079,1295,297058,297091,n,11,296072,300628,69
5965,297112,1296,297092,297125,n,11,296072,300628,69
5966,297145,1297,297126,297159,n,11,296072,300628,69
5967,297178,1298,297160,297193,n,11,296072,300628,69
5968,297211,1299,297194,297227,n,11,296072,300628,69
5969,297244,1300,297228,297261,n,11,296072,300628,69
5970,297277,1301,297262,297295,n,11,296072,300628,69
5971,297310,1302,297296,297329,n,11,296072,300628,69
5972,297343,1303,297330,297363,n,11,296072,300628,69
5973,297376,1304,297364,297397,n,11,296072,300628,69
5974,297409,1305,297398,297431,n,11,296072,300628,69
5975,297442,1306,297432,297465,n,11,296072,300628,69
5976,297475,1307,297466,297499,n,11,296072,300628,69
5977,297508,1308,297500,297533,n,11,296072,300628,69
5978,297541,1309,297534,297567,n,11,296072,300628,69
5979,297574,1310,297568,297601,n,11,296072,300628,69
5980,297607,1311,297602,297635,n,11,296072,300628,69
5981,297640,1312,297636,297669,n,11,296072,300628,69
5982,297673,1313,297670,297703,n,11,296072,300628,69
5983,297706,1314,297704,297737,n,11,296072,300628,69
5984,297739,1315,297738,297771,n,11,296072,300628,69
5985,297772,1316,297772,297805,n,11,296072,300628,69
5986,297805,1316,297772,297805,n,11,296072,300628,69
5987,297838,1317,297806,297839,n,11,296072,300628,69
5988,297871,1318,297840,297873,n,11,296072,300628,69
5989,297904,1319,297874,297907,n,11,296072,300628,69
5990,297937,1320,297908,297941,n,11,296072,300628,69
5991,297970,1321,297942,297975,n,11,296072,300628,69
5992,298003,1322,297976,298009,n,11,296072,300628,69
5993,298036,1323,298010,298043,n,11,296072,300628,69
5994,298069,1324,298044,298077,n,11,296072,300628,69
5995,298102,1325,298078,298111,n,11,296072,300628,69
5996,298135,1326,298112,298145,n,11,296072,300628,69
5997,298168,1327,298146,298179,n,11,296072,300628,69
5998,298201,1328,298180,298213,n,11,296072,300628,69
5999,298234,1329,298214,298247,n,11,296072,300628,69
6000,298267,1330,298248,298281,n,11,296072,300628,69
6001,298300,1331,298282,298315,n,11,296072,300628,69
6002,298333,1332,298316,298349,n,11,296072,300628,69
6003,298366,1333,298350,298383,n,11,296072,300628,69
6004,298399,1334,298384,298417,n,11,296072,300628,69
6005,298432,1335,298418,298451,n,11,296072,300628,69
6006,298465,1336,298452,298485,n,11,296072,300628,69
6007,298498,1337,298486,298519,n,11,296072,300628,69
6008,298531,1338,298520,298553,n,11,296072,300628,69
6009,298564,1339,298554,298587,n,11,296072,300628,69
6010,298597,1340,298588,298621,n,11,296072,300628,69
6011,298630,1341,298622,298655,n,11,296072,300628,69
6012,298663,1342,298656,298689,n,11,296072,300628,69
6013,298696,1343,298690,298723,n,11,296072,300628,69
6014,298729,1344,298724,298757,n,11,296072,300628,69
6015,298762,1345,298758,298791,n,11,296072,300628,69
6016,298795,1346,298792,298825,n,11,296072,300628,69
6017,298828,1347,298826,298859,n,11,296072,300628,69
6018,298861,1348,298860,298893,n,11,296072,300628,69
6019,298894,1349,298894,298927,n,11,296072,300628,69
6020,298927,1349,298894,298927,n,11,296072,300628,69
6021,298960,1350,298928,298961,n,11,296072,300628,69
6022,298993,1351,298962,298995,n,11,296072,300628,69
6023,299026,1352,298996,299029,n,11,296072,300628,69
6024,299059,1353,299030,299063,n,11,296072,300628,69
6025,299092,1354,299064,299097,n,11,296072,300628,69
6026,299125,1355,299098,299131,n,11,296072,300628,69
6027,299158,1356,299132,299165,n,11,296072,300628,69
6028,299191,1357,299166,299199,n,11,296072,300628,69
6029,299224,1358,299200,299233,n,11,296072,300628,69
6030,299257,1359,299234,299267,n,11,296072,300628,69
6031,299290,1360,299268,299301,n,11,296072,300628,69
6032,299323,1361,299302,299335,n,11,296072,300628,69
6033,299356,1362,299336,299369,n,11,296072,300628,69
6034,299389,1363,299370,299403,n,11,296072,300628,69
6035,299422,1364,299404,299437,n,11,296072,300628,69
6036,299455,1365,299438,299471,n,11,296072,300628,69
6037,299488,1366,299472,299505,n,11,296072,300628,69
6038,299521,1367,299506,299539,n,11,296072,300628,69
6039,299554,1368,299540,299573,n,11,296072,300628,69
6040,299587,1369,299574,299607,n,11,296072,300628,69
6041,299620,1370,299608,299641,n,11,296072,300628,69
6042,299653,1371,299642,299675,n,11,296072,300628,69
6043,299686,1372,299676,299709,n,11,296072,300628,69
6044,299719,1373,299710,299743,n,11,296072,300628,69
6045,299752,1374,299744,299777,n,11,296072,300628,69
6046,299785,1375,299778,299811,n,11,296072,300628,69
6047,299818,1376,299812,299845,n,11,296072,300628,69
6048,299851,1377,299846,299879,n,11,296072,300628,69
6049,299884,1378,299880,299913,n,11,296072,300628,69
6050,299917,1379,299914,299947,n,11,296072,300628,69
6051,299950,1380,299948,299981,n,11,296072,300628,69
6052,299983,1381,299982,300015,n,11,296072,300628,69
6053,300016,1382,300016,300049,n,11,296072,300628,69
6054,300049,1382,300016,300049,n,11,296072,300628,69
6055,300082,1383,300050,300083,n,11,296072,300628,69
6056,300115,1384,300084,300117,n,11,296072,300628,69
6057,300148,1385,300118,300151,n,11,296072,300628,69
6058,300181,1386,300152,300185,n,11,296072,300628,69
6059,300214,1387,300186,300219,n,11,296072,300628,69
6060,300247,1388,300220,300253,n,11,296072,300628,69
6061,300280,1389,300254,300287,n,11,296072,300628,69
6062,300313,1390,300288,300321,n,11,296072,300628,69
6063,300346,1391,300322,300355,n,11,296072,300628,69
6064,300379,1392,300356,300389,n,11,296072,300628,69
6065,300412,1393,300390,300423,n,11,296072,300628,69
6066,300445,1394,300424,300457,n,11,296072,300628,69
6067,300478,1395,300458,300491,n,11,296072,300628,69
6068,300511,1396,300492,300525,n,11,296072,300628,69
6069,300544,1397,300526,300559,n,11,296072,300628,69
6070,300577,1398,300560,300593,r,11,296072,300628,69
6465,313612,1399,313582,313615,r,12,313242,317832,745
6466,313645,1400,313616,313649,n,12,313242,317832,745
6467,313678,1401,313650,313683,n,12,313242,317832,745
6468,313711,1402,313684,313717,n,12,313242,317832,745
6469,313744,1403,313718,313751,r,12,313242,317832,745
6470,313777,1404,313752,313785,n,12,313242,317832,745
6471,313810,1405,313786,313819,r,12,313242,317832,745
6472,313843,1406,313820,313853,r,12,313242,317832,745
6473,313876,1407,313854,313887,m,12,313242,317832,745
6474,313909,1408,313888,313921,m,12,313242,317832,745
6475,313942,1409,313922,313955,m,12,313242,317832,745
6476,313975,1410,313956,313989,m,12,313242,317832,745
6477,314008,1411,313990,314023,m,12,313242,317832,745
6478,314041,1412,314024,314057,m,12,313242,317832,745
6479,314074,1413,314058,314091,m,12,313242,317832,745
6480,314107,1414,314092,314125,m,12,313242,317832,745
6481,314140,1415,314126,314159,m,12,313242,317832,745
6482,314173,1416,314160,314193,m,12,313242,317832,745
6483,314206,1417,314194,314227,m,12,313242,317832,745
6484,314239,1418,314228,314261,m,12,313242,317832,745
6485,314272,1419,314262,314295,m,12,313242,317832,745
6486,314305,1420,314296,314329,m,12,313242,317832,745
6487,314338,1421,314330,314363,m,12,313242,317832,745
6488,314371,1422,314364,314397,m,12,313242,317832,745
6489,314404,1423,314398,314431,m,12,313242,317832,745
6490,314437,1424,314432,314465,m,12,313242,317832,745
6491,314470,1425,314466,314499,r,12,313242,317832,745
6492,314503,1426,314500,314533,r,12,313242,317832,745
6493,314536,1427,314534,314567,r,12,313242,317832,745
6494,314569,1428,314568,314601,r,12,313242,317832,745
6495,314602,1429,314602,314635,r,12,313242,317832,745
6496,314635,1429,314602,314635,r,12,313242,317832,745
6497,314668,1430,314636,314669,r,12,313242,317832,745
6498,314701,1431,314670,314703,r,12,313242,317832,745
6499,314734,1432,314704,314737,r,12,313242,317832,745
6500,314767,1433,314738,314771,m,12,313242,317832,745
6501,314800,1434,314772,314805,m,12,313242,317832,745
6502,314833,1435,314806,314839,m,12,313242,317832,745
6503,314866,1436,314840,314873,m,12,313242,317832,745
6504,314899,1437,314874,314907,m,12,313242,317832,745
6505,314932,1438,314908,314941,m,12,313242,317832,745
6506,314965,1439,314942,314975,m,12,313242,317832,745
6507,314998,1440,314976,315009,m,12,313242,317832,745
6508,315031,1441,315010,315043,m,12,313242,317832,745
6509,315064,1442,315044,315077,m,12,313242,317832,745
6510,315097,1443,315078,315111,m,12,313242,317832,745
6511,315130,1444,315112,315145,m,12,313242,317832,745
6512,315163,1445,315146,315179,i,12,313242,317832,745
6513,315196,1446,315180,315213,r,12,313242,317832,745
6514,315229,1447,315214,315247,r,12,313242,317832,745
6515,315262,1448,315248,315281,r,12,313242,317832,745
6516,315295,1449,315282,315315,r,12,313242,317832,745
6517,315328,1450,315316,315349,r,12,313242,317832,745
6518,315361,1451,315350,315383,r,12,313242,317832,745
6519,315394,1452,315384,315417,r,12,313242,317832,745
6520,315427,1453,315418,315451,r,12,313242,317832,745
6521,315460,1454,315452,315485,r,12,313242,317832,745
6522,315493,1455,315486,315519,r,12,313242,317832,745
6523,315526,1456,315520,315553,r,12,313242,317832,745
6524,315559,1457,315554,315587,i,12,313242,317832,745
6525,315592,1458,315588,315621,m,12,313242,317832,745
6526,315625,1459,315622,315655,m,12,313242,317832,745
6527,315658,1460,315656,315689,m,12,313242,317832,745
6528,315691,1461,315690,315723,m,12,313242,317832,745
6529,315724,1462,315724,315757,m,12,313242,317832,745
6530,315757,1462,315724,315757,m,12,313242,317832,745
6531,315790,1463,315758,315791,m,12,313242,317832,745
6532,315823,1464,315792,315825,m,12,313242,317832,745
6533,315856,1465,315826,315859,m,12,313242,317832,745
6534,315889,1466,315860,315893,m,12,313242,317832,745
6535,315922,1467,315894,315927,m,12,313242,317832,745
6536,315955,1468,315928,315961,m,12,313242,317832,745
6537,315988,1469,315962,315995,i,12,313242,317832,745
6538,316021,1470,315996,316029,i,12,313242,317832,745
6539,316054,1471,316030,316063,i,12,313242,317832,745
6540,316087,1472,316064,316097,i,12,313242,317832,745
6541,316120,1473,316098,316131,i,12,313242,317832,745
6542,316153,1474,316132,316165,i,12,313242,317832,745
6543,316186,1475,316166,316199,i,12,313242,317832,745
6544,316219,1476,316200,316233,i,12,313242,317832,745
6545,316252,1477,316234,316267,i,12,313242,317832,745
6546,316285,1478,316268,316301,i,12,313242,317832,745
6547,316318,1479,316302,316335,l,12,313242,317832,745
6548,316351,1480,316336,316369,l,12,313242,317832,745
6549,316384,1481,316370,316403,l,12,313242,317832,745
6550,316417,1482,316404,316437,l,12,313242,317832,745
6551,316450,1483,316438,316471,l,12,313242,317832,745
6552,316483,1484,316472,316505,l,12,313242,317832,745
6553,316516,1485,316506,316539,l,12,313242,317832,745
6554,316549,1486,316540,316573,l,12,313242,317832,745
6555,316582,1487,316574,316607,l,12,313242,317832,745
6556,316615,1488,316608,316641,l,12,313242,317832,745
6557,316648,1489,316642,316675,l,12,313242,317832,745
6558,316681,1490,316676,316709,i,12,313242,317832,745
6559,316714,1491,316710,316743,r,12,313242,317832,745
6560,316747,1492,316744,316777,r,12,313242,317832,745
6561,316780,1493,316778,316811,r,12,313242,317832,745
6562,316813,1494,316812,316845,r,12,313242,317832,745
6563,316846,1495,316846,316879,r,12,313242,317832,745
6564,316879,1495,316846,316879,r,12,313242,317832,745
6565,316912,1496,316880,316913,r,12,313242,317832,745
6566,316945,1497,316914,316947,r,12,313242,317832,745
6567,316978,1498,316948,316981,r,12,313242,317832,745
6568,317011,1499,316982,317015,r,12,313242,317832,745
6569,317044,1500,317016,317049,r,12,313242,317832,745
6570,317077,1501,317050,317083,r,12,313242,317832,745
6571,317110,1502,317084,317117,r,12,313242,317832,745
6572,317143,1503,317118,317151,r,12,313242,317832,745
6573,317176,1504,317152,317185,r,12,313242,317832,745
6574,317209,1505,317186,317219,m,12,313242,317832,745
6575,317242,1506,317220,317253,m,12,313242,317832,745
6576,317275,1507,317254,317287,m,12,313242,317832,745
6577,317308,1508,317288,317321,m,12,313242,317832,745
6578,317341,1509,317322,317355,m,12,313242,317832,745
6579,317374,1510,317356,317389,m,12,313242,317832,745
6580,317407,1511,317390,317423,i,12,313242,317832,745
6581,317440,1512,317424,317457,i,12,313242,317832,745
6582,317473,1513,317458,317491,i,12,313242,317832,745
6583,317506,1514,317492,317525,i,12,313242,317832,745
6584,317539,1515,317526,317559,i,12,313242,317832,745
6585,317572,1516,317560,317593,i,12,313242,317832,745
6586,317605,1517,317594,317627,i,12,313242,317832,745
6587,317638,1518,317628,317661,i,12,313242,317832,745
6588,317671,1519,317662,317695,i,12,313242,317832,745
6589,317704,1520,317696,317729,l,12,313242,317832,745
6590,317737,1521,317730,317763,l,12,313242,317832,745
6591,317770,1522,317764,317798,l,12,313242,317832,745
7166,336745,1523,336736,336769,r,13,336702,341258,36
7167,336778,1524,336770,336803,r,13,336702,341258,36
7168,336811,1525,336804,336837,r,13,336702,341258,36
7169,336844,1526,336838,336871,r,13,336702,341258,36
7170,336877,1527,336872,336905,r,13,336702,341258,36
7171,336910,1528,336906,336939,r,13,336702,341258,36
7172,336943,1529,336940,336973,r,13,336702,341258,36
7173,336976,1530,336974,337007,r,13,336702,341258,36
7174,337009,1531,337008,337041,r,13,336702,341258,36
7175,337042,1532,337042,337075,r,13,336702,341258,36
7176,337075,1532,337042,337075,r,13,336702,341258,36
7177,337108,1533,337076,337109,r,13,336702,341258,36
7178,337141,1534,337110,337143,r,13,336702,341258,36
7179,337174,1535,337144,337177,r,13,336702,341258,36
7180,337207,1536,337178,337211,r,13,336702,341258,36
7181,337240,1537,337212,337245,r,13,336702,341258,36
7182,337273,1538,337246,337279,r,13,336702,341258,36
7183,337306,1539,337280,337313,r,13,336702,341258,36
7184,337339,1540,337314,337347,r,13,336702,341258,36
7185,337372,1541,337348,337381,r,13,336702,341258,36
7187,337438,1543,337416,337449,r,13,336702,341258,36
7188,337471,1544,337450,337483,r,13,336702,341258,36
7189,337504,1545,337484,337517,r,13,336702,341258,36
7190,337537,1546,337518,337551,r,13,336702,341258,36
