frameNumber,time,gazeOnsetTime,gazeOffsetTime,AOI_lable,trialNumber,trialOnset,trialOffset,targetNumber
2302,161568,161568,161600,l,5,158070,162657,629
2303,161601,161601,161633,l,5,158070,162657,629
2304,161634,161634,161666,l,5,158070,162657,629
2305,161667,161667,161699,l,5,158070,162657,629
2306,161700,161700,161732,l,5,158070,162657,629
2307,161733,161733,161765,l,5,158070,162657,629
2308,161766,161766,161798,l,5,158070,162657,629
2309,161799,161799,161831,l,5,158070,162657,629
2310,161832,161832,161864,l,5,158070,162657,629
2311,161865,161865,161897,l,5,158070,162657,629
2312,161898,161898,161930,m,5,158070,162657,629
2313,161931,161931,161963,m,5,158070,162657,629
2314,161964,161964,161996,m,5,158070,162657,629
2315,161997,161997,162029,m,5,158070,162657,629
2316,162030,162030,162062,m,5,158070,162657,629
2317,162063,162063,162095,m,5,158070,162657,629
2318,162096,162096,162128,m,5,158070,162657,629
2319,162129,162129,162161,m,5,158070,162657,629
2320,162162,162162,162194,l,5,158070,162657,629
2321,162195,162195,162227,l,5,158070,162657,629
2322,162228,162228,162260,l,5,158070,162657,629
2323,162261,162261,162293,l,5,158070,162657,629
2324,162294,162294,162326,l,5,158070,162657,629
2325,162327,162327,162359,l,5,158070,162657,629
2326,162360,162360,162392,l,5,158070,162657,629
2327,162393,162393,162425,l,5,158070,162657,629
2328,162426,162426,162458,l,5,158070,162657,629
2329,162459,162459,162491,l,5,158070,162657,629
2330,162492,162492,162524,l,5,158070,162657,629
2331,162525,162525,162557,l,5,158070,162657,629
2332,162558,162558,162590,l,5,158070,162657,629
2333,162591,162591,162623,l,5,158070,162657,629
2671,173745,173745,173777,l,6,173547,178068,438
2672,173778,173778,173810,l,6,173547,178068,438
2673,173811,173811,173843,l,6,173547,178068,438
2674,173844,173844,173876,l,6,173547,178068,438
2675,173877,173877,173909,l,6,173547,178068,438
2676,173910,173910,173942,l,6,173547,178068,438
2677,173943,173943,173975,l,6,173547,178068,438
2678,173976,173976,174008,l,6,173547,178068,438
2679,174009,174009,174041,l,6,173547,178068,438
2680,174042,174042,174074,l,6,173547,178068,438
2681,174075,174075,174107,l,6,173547,178068,438
2682,174108,174108,174140,l,6,173547,178068,438
2683,174141,174141,174173,l,6,173547,178068,438
2684,174174,174174,174206,l,6,173547,178068,438
2685,174207,174207,174239,l,6,173547,178068,438
2686,174240,174240,174272,l,6,173547,178068,438
2687,174273,174273,174305,l,6,173547,178068,438
2688,174306,174306,174338,l,6,173547,178068,438
2689,174339,174339,174371,l,6,173547,178068,438
2690,174372,174372,174404,l,6,173547,178068,438
2691,174405,174405,174437,l,6,173547,178068,438
2692,174438,174438,174470,l,6,173547,178068,438
2693,174471,174471,174503,l,6,173547,178068,438
2694,174504,174504,174536,l,6,173547,178068,438
2695,174537,174537,174569,l,6,173547,178068,438
2696,174570,174570,174602,l,6,173547,178068,438
2697,174603,174603,174635,l,6,173547,178068,438
2698,174636,174636,174668,l,6,173547,178068,438
2699,174669,174669,174701,l,6,173547,178068,438
2700,174702,174702,174734,l,6,173547,178068,438
2701,174735,174735,174767,l,6,173547,178068,438
2702,174768,174768,174800,l,6,173547,178068,438
2703,174801,174801,174833,l,6,173547,178068,438
2704,174834,174834,174866,l,6,173547,178068,438
2705,174867,174867,174899,l,6,173547,178068,438
2706,174900,174900,174932,l,6,173547,178068,438
2707,174933,174933,174965,l,6,173547,178068,438
2708,174966,174966,174998,l,6,173547,178068,438
2709,174999,174999,175031,l,6,173547,178068,438
2710,175032,175032,175064,l,6,173547,178068,438
2711,175065,175065,175097,l,6,173547,178068,438
2712,175098,175098,175130,l,6,173547,178068,438
2713,175131,175131,175163,l,6,173547,178068,438
2714,175164,175164,175196,l,6,173547,178068,438
2715,175197,175197,175229,l,6,173547,178068,438
2716,175230,175230,175262,l,6,173547,178068,438
2717,175263,175263,175295,l,6,173547,178068,438
2718,175296,175296,175328,l,6,173547,178068,438
2719,175329,175329,175361,m,6,173547,178068,438
2720,175362,175362,175394,m,6,173547,178068,438
2721,175395,175395,175427,m,6,173547,178068,438
2722,175428,175428,175460,m,6,173547,178068,438
2723,175461,175461,175493,m,6,173547,178068,438
2724,175494,175494,175526,m,6,173547,178068,438
2725,175527,175527,175559,m,6,173547,178068,438
2726,175560,175560,175592,m,6,173547,178068,438
2727,175593,175593,175625,m,6,173547,178068,438
2728,175626,175626,175658,m,6,173547,178068,438
2729,175659,175659,175691,m,6,173547,178068,438
2730,175692,175692,175724,l,6,173547,178068,438
2731,175725,175725,175757,l,6,173547,178068,438
2732,175758,175758,175790,l,6,173547,178068,438
2733,175791,175791,175823,l,6,173547,178068,438
2734,175824,175824,175856,l,6,173547,178068,438
2735,175857,175857,175889,l,6,173547,178068,438
2736,175890,175890,175922,l,6,173547,178068,438
2737,175923,175923,175955,l,6,173547,178068,438
2738,175956,175956,175988,l,6,173547,178068,438
2739,175989,175989,176021,l,6,173547,178068,438
2740,176022,176022,176054,l,6,173547,178068,438
2741,176055,176055,176087,l,6,173547,178068,438
2742,176088,176088,176120,l,6,173547,178068,438
2743,176121,176121,176153,l,6,173547,178068,438
2744,176154,176154,176186,l,6,173547,178068,438
2745,176187,176187,176219,l,6,173547,178068,438
2746,176220,176220,176252,l,6,173547,178068,438
2747,176253,176253,176285,l,6,173547,178068,438
2748,176286,176286,176318,l,6,173547,178068,438
2749,176319,176319,176351,l,6,173547,178068,438
2750,176352,176352,176384,l,6,173547,178068,438
2751,176385,176385,176417,l,6,173547,178068,438
2752,176418,176418,176450,l,6,173547,178068,438
2753,176451,176451,176483,l,6,173547,178068,438
2754,176484,176484,176516,l,6,173547,178068,438
2755,176517,176517,176549,l,6,173547,178068,438
2756,176550,176550,176582,l,6,173547,178068,438
2757,176583,176583,176615,l,6,173547,178068,438
2758,176616,176616,176648,l,6,173547,178068,438
2759,176649,176649,176681,l,6,173547,178068,438
2760,176682,176682,176714,l,6,173547,178068,438
2761,176715,176715,176747,l,6,173547,178068,438
2762,176748,176748,176780,l,6,173547,178068,438
2763,176781,176781,176813,l,6,173547,178068,438
2764,176814,176814,176846,l,6,173547,178068,438
2765,176847,176847,176879,l,6,173547,178068,438
2766,176880,176880,176912,l,6,173547,178068,438
2767,176913,176913,176945,l,6,173547,178068,438
2768,176946,176946,176978,l,6,173547,178068,438
2769,176979,176979,177011,l,6,173547,178068,438
2770,177012,177012,177044,l,6,173547,178068,438
2771,177045,177045,177077,l,6,173547,178068,438
2772,177078,177078,177110,l,6,173547,178068,438
2773,177111,177111,177143,l,6,173547,178068,438
2774,177144,177144,177176,l,6,173547,178068,438
2775,177177,177177,177209,l,6,173547,178068,438
2776,177210,177210,177242,l,6,173547,178068,438
2777,177243,177243,177275,l,6,173547,178068,438
2778,177276,177276,177308,l,6,173547,178068,438
2779,177309,177309,177341,l,6,173547,178068,438
2780,177342,177342,177374,l,6,173547,178068,438
2781,177375,177375,177407,i,6,173547,178068,438
2782,177408,177408,177440,i,6,173547,178068,438
2783,177441,177441,177473,i,6,173547,178068,438
2784,177474,177474,177506,i,6,173547,178068,438
2785,177507,177507,177539,i,6,173547,178068,438
2786,177540,177540,177572,m,6,173547,178068,438
2787,177573,177573,177605,m,6,173547,178068,438
2788,177606,177606,177638,m,6,173547,178068,438
2789,177639,177639,177671,m,6,173547,178068,438
2790,177672,177672,177704,m,6,173547,178068,438
2791,177705,177705,177737,m,6,173547,178068,438
2792,177738,177738,177770,m,6,173547,178068,438
2793,177771,177771,177803,m,6,173547,178068,438
2794,177804,177804,177836,m,6,173547,178068,438
2795,177837,177837,177869,m,6,173547,178068,438
2796,177870,177870,177902,m,6,173547,178068,438
2797,177903,177903,177935,m,6,173547,178068,438
2798,177936,177936,177968,m,6,173547,178068,438
2799,177969,177969,178001,m,6,173547,178068,438
2800,178002,178002,178034,m,6,173547,178068,438
2801,178035,178035,178067,m,6,173547,178068,438
3345,195987,195987,196019,l,7,195657,200211,368
3346,196020,196020,196052,l,7,195657,200211,368
3347,196053,196053,196085,l,7,195657,200211,368
3348,196086,196086,196118,l,7,195657,200211,368
3349,196119,196119,196151,l,7,195657,200211,368
3350,196152,196152,196184,l,7,195657,200211,368
3351,196185,196185,196217,l,7,195657,200211,368
3352,196218,196218,196250,l,7,195657,200211,368
3353,196251,196251,196283,l,7,195657,200211,368
3354,196284,196284,196316,l,7,195657,200211,368
3355,196317,196317,196349,l,7,195657,200211,368
3356,196350,196350,196382,l,7,195657,200211,368
3357,196383,196383,196415,l,7,195657,200211,368
3358,196416,196416,196448,l,7,195657,200211,368
3359,196449,196449,196481,l,7,195657,200211,368
3360,196482,196482,196514,l,7,195657,200211,368
3361,196515,196515,196547,l,7,195657,200211,368
3362,196548,196548,196580,l,7,195657,200211,368
3363,196581,196581,196613,n,7,195657,200211,368
3364,196614,196614,196646,n,7,195657,200211,368
3365,196647,196647,196679,n,7,195657,200211,368
3366,196680,196680,196712,n,7,195657,200211,368
3367,196713,196713,196745,n,7,195657,200211,368
3368,196746,196746,196778,n,7,195657,200211,368
3369,196779,196779,196811,n,7,195657,200211,368
3370,196812,196812,196844,n,7,195657,200211,368
3371,196845,196845,196877,n,7,195657,200211,368
3372,196878,196878,196910,n,7,195657,200211,368
3373,196911,196911,196943,n,7,195657,200211,368
3374,196944,196944,196976,n,7,195657,200211,368
3375,196977,196977,197009,n,7,195657,200211,368
3376,197010,197010,197042,n,7,195657,200211,368
3377,197043,197043,197075,n,7,195657,200211,368
3378,197076,197076,197108,n,7,195657,200211,368
3379,197109,197109,197141,n,7,195657,200211,368
3380,197142,197142,197174,n,7,195657,200211,368
3381,197175,197175,197207,n,7,195657,200211,368
3382,197208,197208,197240,n,7,195657,200211,368
3383,197241,197241,197273,n,7,195657,200211,368
3384,197274,197274,197306,n,7,195657,200211,368
3385,197307,197307,197339,n,7,195657,200211,368
3386,197340,197340,197372,n,7,195657,200211,368
3387,197373,197373,197405,n,7,195657,200211,368
3388,197406,197406,197438,n,7,195657,200211,368
3389,197439,197439,197471,n,7,195657,200211,368
3390,197472,197472,197504,n,7,195657,200211,368
3391,197505,197505,197537,n,7,195657,200211,368
3392,197538,197538,197570,n,7,195657,200211,368
3393,197571,197571,197603,n,7,195657,200211,368
3394,197604,197604,197636,n,7,195657,200211,368
3395,197637,197637,197669,l,7,195657,200211,368
3396,197670,197670,197702,l,7,195657,200211,368
3397,197703,197703,197735,l,7,195657,200211,368
3398,197736,197736,197768,l,7,195657,200211,368
3399,197769,197769,197801,l,7,195657,200211,368
3400,197802,197802,197834,l,7,195657,200211,368
3401,197835,197835,197867,l,7,195657,200211,368
3402,197868,197868,197900,l,7,195657,200211,368
3403,197901,197901,197933,l,7,195657,200211,368
3404,197934,197934,197966,i,7,195657,200211,368
3405,197967,197967,197999,m,7,195657,200211,368
3406,198000,198000,198032,m,7,195657,200211,368
3407,198033,198033,198065,m,7,195657,200211,368
3408,198066,198066,198098,i,7,195657,200211,368
3409,198099,198099,198131,i,7,195657,200211,368
3410,198132,198132,198164,m,7,195657,200211,368
3411,198165,198165,198197,m,7,195657,200211,368
3412,198198,198198,198230,l,7,195657,200211,368
3413,198231,198231,198263,l,7,195657,200211,368
3414,198264,198264,198296,l,7,195657,200211,368
3415,198297,198297,198329,l,7,195657,200211,368
3416,198330,198330,198362,l,7,195657,200211,368
3417,198363,198363,198395,l,7,195657,200211,368
3418,198396,198396,198428,l,7,195657,200211,368
3419,198429,198429,198461,l,7,195657,200211,368
3420,198462,198462,198494,l,7,195657,200211,368
3421,198495,198495,198527,l,7,195657,200211,368
3422,198528,198528,198560,l,7,195657,200211,368
3423,198561,198561,198593,l,7,195657,200211,368
3424,198594,198594,198626,l,7,195657,200211,368
3425,198627,198627,198659,l,7,195657,200211,368
3426,198660,198660,198692,l,7,195657,200211,368
3427,198693,198693,198725,l,7,195657,200211,368
3428,198726,198726,198758,l,7,195657,200211,368
3429,198759,198759,198791,l,7,195657,200211,368
3430,198792,198792,198824,l,7,195657,200211,368
3431,198825,198825,198857,l,7,195657,200211,368
3432,198858,198858,198890,l,7,195657,200211,368
3433,198891,198891,198923,l,7,195657,200211,368
3434,198924,198924,198956,l,7,195657,200211,368
3435,198957,198957,198989,l,7,195657,200211,368
3436,198990,198990,199022,l,7,195657,200211,368
3437,199023,199023,199055,l,7,195657,200211,368
3438,199056,199056,199088,l,7,195657,200211,368
3439,199089,199089,199121,l,7,195657,200211,368
3440,199122,199122,199154,l,7,195657,200211,368
3441,199155,199155,199187,l,7,195657,200211,368
3442,199188,199188,199220,i,7,195657,200211,368
3443,199221,199221,199253,i,7,195657,200211,368
3444,199254,199254,199286,m,7,195657,200211,368
3445,199287,199287,199319,m,7,195657,200211,368
3446,199320,199320,199352,m,7,195657,200211,368
3447,199353,199353,199385,m,7,195657,200211,368
3448,199386,199386,199418,m,7,195657,200211,368
3449,199419,199419,199451,m,7,195657,200211,368
3450,199452,199452,199484,m,7,195657,200211,368
3451,199485,199485,199517,m,7,195657,200211,368
3452,199518,199518,199550,m,7,195657,200211,368
3453,199551,199551,199583,m,7,195657,200211,368
3454,199584,199584,199616,m,7,195657,200211,368
3455,199617,199617,199649,m,7,195657,200211,368
3456,199650,199650,199682,m,7,195657,200211,368
3457,199683,199683,199715,m,7,195657,200211,368
3458,199716,199716,199748,m,7,195657,200211,368
3459,199749,199749,199781,m,7,195657,200211,368
3460,199782,199782,199814,m,7,195657,200211,368
3461,199815,199815,199847,m,7,195657,200211,368
3462,199848,199848,199880,m,7,195657,200211,368
3463,199881,199881,199913,m,7,195657,200211,368
3464,199914,199914,199946,m,7,195657,200211,368
3465,199947,199947,199979,m,7,195657,200211,368
3466,199980,199980,200012,m,7,195657,200211,368
3467,200013,200013,200045,m,7,195657,200211,368
3468,200046,200046,200078,m,7,195657,200211,368
3469,200079,200079,200111,m,7,195657,200211,368
3470,200112,200112,200144,m,7,195657,200211,368
3471,200145,200145,200177,m,7,195657,200211,368
3472,200178,200178,200210,l,7,195657,200211,368
3904,214434,214434,214466,l,8,214236,218757,941
3905,214467,214467,214499,l,8,214236,218757,941
3906,214500,214500,214532,l,8,214236,218757,941
3907,214533,214533,214565,l,8,214236,218757,941
3908,214566,214566,214598,l,8,214236,218757,941
3909,214599,214599,214631,l,8,214236,218757,941
3910,214632,214632,214664,l,8,214236,218757,941
3911,214665,214665,214697,l,8,214236,218757,941
3912,214698,214698,214730,l,8,214236,218757,941
3913,214731,214731,214763,l,8,214236,218757,941
3914,214764,214764,214796,l,8,214236,218757,941
3915,214797,214797,214829,l,8,214236,218757,941
3916,214830,214830,214862,l,8,214236,218757,941
3917,214863,214863,214895,l,8,214236,218757,941
3918,214896,214896,214928,l,8,214236,218757,941
3919,214929,214929,214961,l,8,214236,218757,941
3920,214962,214962,214994,l,8,214236,218757,941
3921,214995,214995,215027,l,8,214236,218757,941
3922,215028,215028,215060,l,8,214236,218757,941
3923,215061,215061,215093,l,8,214236,218757,941
3924,215094,215094,215126,l,8,214236,218757,941
3925,215127,215127,215159,l,8,214236,218757,941
3926,215160,215160,215192,l,8,214236,218757,941
3927,215193,215193,215225,l,8,214236,218757,941
3928,215226,215226,215258,l,8,214236,218757,941
3929,215259,215259,215291,l,8,214236,218757,941
3930,215292,215292,215324,m,8,214236,218757,941
3931,215325,215325,215357,m,8,214236,218757,941
3932,215358,215358,215390,m,8,214236,218757,941
3933,215391,215391,215423,m,8,214236,218757,941
3934,215424,215424,215456,m,8,214236,218757,941
3935,215457,215457,215489,m,8,214236,218757,941
3936,215490,215490,215522,n,8,214236,218757,941
3937,215523,215523,215555,n,8,214236,218757,941
3938,215556,215556,215588,n,8,214236,218757,941
3939,215589,215589,215621,n,8,214236,218757,941
3940,215622,215622,215654,n,8,214236,218757,941
3941,215655,215655,215687,n,8,214236,218757,941
3942,215688,215688,215720,n,8,214236,218757,941
3943,215721,215721,215753,n,8,214236,218757,941
3944,215754,215754,215786,n,8,214236,218757,941
3945,215787,215787,215819,n,8,214236,218757,941
3946,215820,215820,215852,n,8,214236,218757,941
3947,215853,215853,215885,n,8,214236,218757,941
3948,215886,215886,215918,m,8,214236,218757,941
3949,215919,215919,215951,l,8,214236,218757,941
3950,215952,215952,215984,l,8,214236,218757,941
3951,215985,215985,216017,l,8,214236,218757,941
3952,216018,216018,216050,l,8,214236,218757,941
3953,216051,216051,216083,l,8,214236,218757,941
3954,216084,216084,216116,l,8,214236,218757,941
3955,216117,216117,216149,l,8,214236,218757,941
3956,216150,216150,216182,l,8,214236,218757,941
3957,216183,216183,216215,l,8,214236,218757,941
3958,216216,216216,216248,l,8,214236,218757,941
3959,216249,216249,216281,l,8,214236,218757,941
3960,216282,216282,216314,l,8,214236,218757,941
3961,216315,216315,216347,l,8,214236,218757,941
3962,216348,216348,216380,l,8,214236,218757,941
3963,216381,216381,216413,l,8,214236,218757,941
3964,216414,216414,216446,l,8,214236,218757,941
3965,216447,216447,216479,n,8,214236,218757,941
3966,216480,216480,216512,n,8,214236,218757,941
3967,216513,216513,216545,n,8,214236,218757,941
3968,216546,216546,216578,n,8,214236,218757,941
3969,216579,216579,216611,n,8,214236,218757,941
3970,216612,216612,216644,n,8,214236,218757,941
3971,216645,216645,216677,n,8,214236,218757,941
3972,216678,216678,216710,n,8,214236,218757,941
3973,216711,216711,216743,n,8,214236,218757,941
3974,216744,216744,216776,n,8,214236,218757,941
3975,216777,216777,216809,n,8,214236,218757,941
3976,216810,216810,216842,n,8,214236,218757,941
3977,216843,216843,216875,n,8,214236,218757,941
3978,216876,216876,216908,n,8,214236,218757,941
3979,216909,216909,216941,n,8,214236,218757,941
3980,216942,216942,216974,n,8,214236,218757,941
3981,216975,216975,217007,n,8,214236,218757,941
3982,217008,217008,217040,n,8,214236,218757,941
3983,217041,217041,217073,l,8,214236,218757,941
3984,217074,217074,217106,l,8,214236,218757,941
3985,217107,217107,217139,l,8,214236,218757,941
3986,217140,217140,217172,l,8,214236,218757,941
3987,217173,217173,217205,l,8,214236,218757,941
3988,217206,217206,217238,l,8,214236,218757,941
3989,217239,217239,217271,l,8,214236,218757,941
3990,217272,217272,217304,l,8,214236,218757,941
3991,217305,217305,217337,n,8,214236,218757,941
3992,217338,217338,217370,n,8,214236,218757,941
3993,217371,217371,217403,n,8,214236,218757,941
3994,217404,217404,217436,n,8,214236,218757,941
3995,217437,217437,217469,n,8,214236,218757,941
3996,217470,217470,217502,n,8,214236,218757,941
3997,217503,217503,217535,n,8,214236,218757,941
3998,217536,217536,217568,n,8,214236,218757,941
3999,217569,217569,217601,n,8,214236,218757,941
4000,217602,217602,217634,n,8,214236,218757,941
4001,217635,217635,217667,n,8,214236,218757,941
4002,217668,217668,217700,n,8,214236,218757,941
4003,217701,217701,217733,n,8,214236,218757,941
4004,217734,217734,217766,n,8,214236,218757,941
4005,217767,217767,217799,n,8,214236,218757,941
4006,217800,217800,217832,n,8,214236,218757,941
4007,217833,217833,217865,l,8,214236,218757,941
4008,217866,217866,217898,l,8,214236,218757,941
4009,217899,217899,217931,l,8,214236,218757,941
4010,217932,217932,217964,l,8,214236,218757,941
4011,217965,217965,217997,l,8,214236,218757,941
4012,217998,217998,218030,l,8,214236,218757,941
4013,218031,218031,218063,l,8,214236,218757,941
4014,218064,218064,218096,l,8,214236,218757,941
4015,218097,218097,218129,l,8,214236,218757,941
4016,218130,218130,218162,l,8,214236,218757,941
4017,218163,218163,218195,l,8,214236,218757,941
4018,218196,218196,218228,l,8,214236,218757,941
4019,218229,218229,218261,l,8,214236,218757,941
4020,218262,218262,218294,l,8,214236,218757,941
4021,218295,218295,218327,l,8,214236,218757,941
4022,218328,218328,218360,l,8,214236,218757,941
4023,218361,218361,218393,l,8,214236,218757,941
4024,218394,218394,218426,l,8,214236,218757,941
4025,218427,218427,218459,l,8,214236,218757,941
4026,218460,218460,218492,l,8,214236,218757,941
4027,218493,218493,218525,l,8,214236,218757,941
4028,218526,218526,218558,l,8,214236,218757,941
4029,218559,218559,218591,l,8,214236,218757,941
4030,218592,218592,218624,l,8,214236,218757,941
4031,218625,218625,218657,l,8,214236,218757,941
4032,218658,218658,218690,l,8,214236,218757,941
4033,218691,218691,218723,l,8,214236,218757,941
4034,218724,218724,218756,l,8,214236,218757,941
4426,231660,231660,231692,i,9,231429,235983,574
4427,231693,231693,231725,i,9,231429,235983,574
4428,231726,231726,231758,i,9,231429,235983,574
4429,231759,231759,231791,i,9,231429,235983,574
4430,231792,231792,231824,i,9,231429,235983,574
4431,231825,231825,231857,i,9,231429,235983,574
4432,231858,231858,231890,i,9,231429,235983,574
4433,231891,231891,231923,i,9,231429,235983,574
4434,231924,231924,231956,i,9,231429,235983,574
4435,231957,231957,231989,i,9,231429,235983,574
4436,231990,231990,232022,i,9,231429,235983,574
4437,232023,232023,232055,i,9,231429,235983,574
4438,232056,232056,232088,i,9,231429,235983,574
4439,232089,232089,232121,l,9,231429,235983,574
4440,232122,232122,232154,l,9,231429,235983,574
4441,232155,232155,232187,l,9,231429,235983,574
4442,232188,232188,232220,l,9,231429,235983,574
4443,232221,232221,232253,l,9,231429,235983,574
4444,232254,232254,232286,l,9,231429,235983,574
4445,232287,232287,232319,l,9,231429,235983,574
4446,232320,232320,232352,l,9,231429,235983,574
4447,232353,232353,232385,l,9,231429,235983,574
4448,232386,232386,232418,l,9,231429,235983,574
4449,232419,232419,232451,l,9,231429,235983,574
4450,232452,232452,232484,l,9,231429,235983,574
4451,232485,232485,232517,m,9,231429,235983,574
4452,232518,232518,232550,m,9,231429,235983,574
4453,232551,232551,232583,m,9,231429,235983,574
4454,232584,232584,232616,m,9,231429,235983,574
4455,232617,232617,232649,m,9,231429,235983,574
4456,232650,232650,232682,m,9,231429,235983,574
4457,232683,232683,232715,m,9,231429,235983,574
4458,232716,232716,232748,m,9,231429,235983,574
4459,232749,232749,232781,m,9,231429,235983,574
4460,232782,232782,232814,m,9,231429,235983,574
4461,232815,232815,232847,m,9,231429,235983,574
4462,232848,232848,232880,m,9,231429,235983,574
4463,232881,232881,232913,m,9,231429,235983,574
4464,232914,232914,232946,m,9,231429,235983,574
4465,232947,232947,232979,m,9,231429,235983,574
4466,232980,232980,233012,m,9,231429,235983,574
4467,233013,233013,233045,m,9,231429,235983,574
4468,233046,233046,233078,m,9,231429,235983,574
4469,233079,233079,233111,m,9,231429,235983,574
4470,233112,233112,233144,l,9,231429,235983,574
4471,233145,233145,233177,l,9,231429,235983,574
4472,233178,233178,233210,l,9,231429,235983,574
4473,233211,233211,233243,l,9,231429,235983,574
4474,233244,233244,233276,l,9,231429,235983,574
4475,233277,233277,233309,l,9,231429,235983,574
4476,233310,233310,233342,l,9,231429,235983,574
4477,233343,233343,233375,l,9,231429,235983,574
4478,233376,233376,233408,l,9,231429,235983,574
4479,233409,233409,233441,l,9,231429,235983,574
4480,233442,233442,233474,l,9,231429,235983,574
4481,233475,233475,233507,l,9,231429,235983,574
4482,233508,233508,233540,l,9,231429,235983,574
4483,233541,233541,233573,l,9,231429,235983,574
4484,233574,233574,233606,l,9,231429,235983,574
4485,233607,233607,233639,l,9,231429,235983,574
4486,233640,233640,233672,l,9,231429,235983,574
4487,233673,233673,233705,l,9,231429,235983,574
4488,233706,233706,233738,l,9,231429,235983,574
4489,233739,233739,233771,l,9,231429,235983,574
4490,233772,233772,233804,l,9,231429,235983,574
4491,233805,233805,233837,l,9,231429,235983,574
4492,233838,233838,233870,l,9,231429,235983,574
4493,233871,233871,233903,l,9,231429,235983,574
4494,233904,233904,233936,l,9,231429,235983,574
4495,233937,233937,233969,l,9,231429,235983,574
4496,233970,233970,234002,l,9,231429,235983,574
4497,234003,234003,234035,l,9,231429,235983,574
4498,234036,234036,234068,l,9,231429,235983,574
4499,234069,234069,234101,l,9,231429,235983,574
4500,234102,234102,234134,l,9,231429,235983,574
4501,234135,234135,234167,l,9,231429,235983,574
4502,234168,234168,234200,l,9,231429,235983,574
4503,234201,234201,234233,l,9,231429,235983,574
4504,234234,234234,234266,l,9,231429,235983,574
4505,234267,234267,234299,l,9,231429,235983,574
4506,234300,234300,234332,l,9,231429,235983,574
4507,234333,234333,234365,i,9,231429,235983,574
4508,234366,234366,234398,n,9,231429,235983,574
4509,234399,234399,234431,n,9,231429,235983,574
4510,234432,234432,234464,n,9,231429,235983,574
4511,234465,234465,234497,n,9,231429,235983,574
4512,234498,234498,234530,n,9,231429,235983,574
4513,234531,234531,234563,n,9,231429,235983,574
4514,234564,234564,234596,n,9,231429,235983,574
4515,234597,234597,234629,n,9,231429,235983,574
4516,234630,234630,234662,n,9,231429,235983,574
4517,234663,234663,234695,n,9,231429,235983,574
4518,234696,234696,234728,n,9,231429,235983,574
4519,234729,234729,234761,n,9,231429,235983,574
4520,234762,234762,234794,n,9,231429,235983,574
4521,234795,234795,234827,n,9,231429,235983,574
4522,234828,234828,234860,n,9,231429,235983,574
4523,234861,234861,234893,n,9,231429,235983,574
4524,234894,234894,234926,n,9,231429,235983,574
4525,234927,234927,234959,n,9,231429,235983,574
4526,234960,234960,234992,n,9,231429,235983,574
4527,234993,234993,235025,n,9,231429,235983,574
4528,235026,235026,235058,n,9,231429,235983,574
4529,235059,235059,235091,n,9,231429,235983,574
4530,235092,235092,235124,n,9,231429,235983,574
4531,235125,235125,235157,n,9,231429,235983,574
4532,235158,235158,235190,n,9,231429,235983,574
4533,235191,235191,235223,n,9,231429,235983,574
4534,235224,235224,235256,n,9,231429,235983,574
4535,235257,235257,235289,n,9,231429,235983,574
4536,235290,235290,235322,n,9,231429,235983,574
4537,235323,235323,235355,n,9,231429,235983,574
4538,235356,235356,235388,n,9,231429,235983,574
4539,235389,235389,235421,n,9,231429,235983,574
4540,235422,235422,235454,n,9,231429,235983,574
4541,235455,235455,235487,n,9,231429,235983,574
4542,235488,235488,235520,n,9,231429,235983,574
4543,235521,235521,235553,n,9,231429,235983,574
4544,235554,235554,235586,n,9,231429,235983,574
4545,235587,235587,235619,n,9,231429,235983,574
4546,235620,235620,235652,n,9,231429,235983,574
4547,235653,235653,235685,n,9,231429,235983,574
4548,235686,235686,235718,n,9,231429,235983,574
4549,235719,235719,235751,n,9,231429,235983,574
4550,235752,235752,235784,n,9,231429,235983,574
4551,235785,235785,235817,n,9,231429,235983,574
4552,235818,235818,235850,n,9,231429,235983,574
4553,235851,235851,235883,n,9,231429,235983,574
4554,235884,235884,235916,l,9,231429,235983,574
4555,235917,235917,235949,l,9,231429,235983,574
4857,245883,245883,245915,l,10,245652,250173,836
4858,245916,245916,245948,l,10,245652,250173,836
4859,245949,245949,245981,m,10,245652,250173,836
4860,245982,245982,246014,l,10,245652,250173,836
4861,246015,246015,246047,l,10,245652,250173,836
4862,246048,246048,246080,l,10,245652,250173,836
4863,246081,246081,246113,l,10,245652,250173,836
4864,246114,246114,246146,l,10,245652,250173,836
4865,246147,246147,246179,i,10,245652,250173,836
4866,246180,246180,246212,m,10,245652,250173,836
4867,246213,246213,246245,m,10,245652,250173,836
4868,246246,246246,246278,m,10,245652,250173,836
4869,246279,246279,246311,m,10,245652,250173,836
4870,246312,246312,246344,m,10,245652,250173,836
4871,246345,246345,246377,m,10,245652,250173,836
4872,246378,246378,246410,m,10,245652,250173,836
4873,246411,246411,246443,m,10,245652,250173,836
4874,246444,246444,246476,m,10,245652,250173,836
4875,246477,246477,246509,m,10,245652,250173,836
4876,246510,246510,246542,m,10,245652,250173,836
4877,246543,246543,246575,m,10,245652,250173,836
4878,246576,246576,246608,m,10,245652,250173,836
4879,246609,246609,246641,n,10,245652,250173,836
4880,246642,246642,246674,n,10,245652,250173,836
4881,246675,246675,246707,n,10,245652,250173,836
4882,246708,246708,246740,n,10,245652,250173,836
4883,246741,246741,246773,n,10,245652,250173,836
4884,246774,246774,246806,n,10,245652,250173,836
